-.02495,.0438281
-.0249,.0432031
-.02485,.0433594
-.0248,.0475781
-.02475,.0439063
-.0247,.0414063
-.02465,.0471094
-.0246,.0411719
-.02455,.0413281
-.0245,.0444531
-.02445,.0432031
-.0244,.0453906
-.02435,.0436719
-.0243,.0458594
-.02425,.0450781
-.0242,.0400781
-.02415,.0444531
-.0241,.04125
-.02405,.0451563
-.024,.0396094
-.02395,.0352344
-.0239,.0445312
-.02385,.0458594
-.0238,.039375
-.02375,.0439063
-.0237,.0432031
-.02365,.0432031
-.0236,.0477344
-.02355,.0407031
-.0235,.0432031
-.02345,.0477344
-.0234,.0451563
-.02335,.0367187
-.0233,.0450781
-.02325,.0453125
-.0232,.0399219
-.02315,.0413281
-.0231,.0420312
-.02305,.043125
-.023,.0407031
-.02295,.0432812
-.0229,.045
-.02285,.0400781
-.0228,.04125
-.02275,.043125
-.0227,.0414063
-.02265,.0458594
-.0226,.0457813
-.02255,.041875
-.0225,.0466406
-.02245,.0424219
-.0224,.0459375
-.02235,.0411719
-.0223,.0439844
-.02225,.0477344
-.0222,.0425781
-.02215,.0391406
-.0221,.0433594
-.02205,.0432031
-.022,.0432031
-.02195,.03875
-.0219,.0405469
-.02185,.0420312
-.0218,.0464062
-.02175,.0414063
-.0217,.0419531
-.02165,.043125
-.0216,.041875
-.02155,.0407812
-.0215,.0457031
-.02145,.0452344
-.0214,.0400781
-.02135,.0438281
-.0213,.0399219
-.02125,.04
-.0212,.0425781
-.02115,.0379688
-.0211,.0421094
-.02105,.043125
-.021,.0445312
-.02095,.0407031
-.0209,.0463281
-.02085,.0439063
-.0208,.0433594
-.02075,.0463281
-.0207,.0389062
-.02065,.0403125
-.0206,.0427344
-.02055,.0459375
-.0205,.0419531
-.02045,.043125
-.0204,.0399219
-.02035,.0413281
-.0203,.0495313
-.02025,.0441406
-.0202,.0457031
-.02015,.0444531
-.0201,.0458594
-.02005,.0400781
-.02,.0372656
-.01995,.0452344
-.0199,.0419531
-.01985,.043125
-.0198,.0440625
-.01975,.0429688
-.0197,.0433594
-.01965,.0417969
-.0196,.0408594
-.01955,.04125
-.0195,.0425781
-.01945,.041875
-.0194,.0425781
-.01935,.0432812
-.0193,.0438281
-.01925,.0419531
-.0192,.0446094
-.01915,.0425
-.0191,.0471094
-.01905,.0380469
-.019,.0419531
-.01895,.0407031
-.0189,.0450781
-.01885,.0419531
-.0188,.0446094
-.01875,.0432031
-.0187,.0405469
-.01865,.0425781
-.0186,.0458594
-.01855,.0419531
-.0185,.04125
-.01845,.0444531
-.0184,.0478125
-.01835,.0426563
-.0183,.0429688
-.01825,.0441406
-.0182,.04375
-.01815,.0426563
