 dskfile:M7_25C.txt      samp-name:28c                             
 day-mon-year=      0     0     0     0     0     0     0
 dt= 0.685000E-01 g= 0.789200E+00
99	99	2	1
99	99	2	0
154	154	3	1
163	163	2	1
189	189	7	4
219	219	4	2
246	246	6	3
316	316	2	4
376	376	3	3
445	445	9	3
471	471	8	6
545	545	11	4
605	605	8	8
661	661	14	11
770	770	11	9
855	855	11	7
922	922	29	13
975	975	22	11
1048	1048	19	8
1152	1152	18	21
1235	1235	34	9
1278	1278	26	18
1277	1277	33	12
1334	1334	34	17
1350	1350	35	22
1413	1413	34	19
1423	1423	31	25
1374	1374	42	25
1359	1359	29	22
1390	1390	43	26
1294	1294	40	17
1256	1256	33	33
1137	1137	50	28
1131	1131	53	26
1091	1091	42	33
1045	1045	57	33
963	963	45	27
886	886	44	34
830	830	55	39
756	756	44	29
707	707	50	35
638	638	41	25
573	573	49	39
482	482	51	27
427	427	57	36
417	417	42	29
395	395	48	29
319	319	55	46
277	277	46	33
261	261	38	40
235	235	55	36
226	226	49	32
190	190	46	42
163	163	47	29
149	149	41	28
163	163	46	39
141	141	48	30
136	136	43	31
105	105	36	34
96	96	44	35
99	99	44	28
86	86	53	36
88	88	39	38
83	83	43	36
72	72	46	29
78	78	48	35
75	75	36	20
66	66	52	35
80	80	37	32
67	67	50	31
91	91	37	37
73	73	45	33
68	68	42	36
62	62	35	20
74	74	35	28
58	58	44	24
63	63	55	23
56	56	50	25
55	55	44	38
48	48	43	28
56	56	40	32
44	44	47	35
55	55	38	21
60	60	44	33
57	57	37	26
56	56	40	35
51	51	35	33
44	44	34	31
46	46	43	39
43	43	48	34
37	37	36	32
26	26	28	26
45	45	26	21
48	48	42	25
29	29	34	22
42	42	43	29
36	36	55	25
43	43	41	25
46	46	34	29
32	32	28	22
37	37	35	27
32	32	42	27
34	34	31	31
29	29	40	28
32	32	31	21
32	32	30	19
29	29	43	22
41	41	31	21
32	32	45	23
20	20	36	29
32	32	37	27
30	30	46	28
38	38	33	28
34	34	28	29
19	19	38	21
23	23	38	19
28	28	36	21
33	33	29	20
27	27	30	22
20	20	32	26
32	32	35	19
24	24	34	19
21	21	33	30
30	30	32	21
26	26	35	20
24	24	33	26
15	15	35	26
30	30	36	27
16	16	32	26
19	19	28	16
27	27	27	28
26	26	34	19
18	18	35	13
24	24	23	24
20	20	26	21
16	16	33	25
22	22	25	17
23	23	20	17
24	24	27	17
20	20	29	18
23	23	35	24
18	18	34	26
19	19	27	24
16	16	27	21
14	14	33	18
16	16	34	19
19	19	26	15
21	21	32	18
14	14	37	22
15	15	22	14
14	14	37	17
12	12	26	23
23	23	36	14
14	14	21	23
9	9	31	16
14	14	24	20
13	13	33	12
18	18	23	21
14	14	23	19
12	12	17	15
13	13	25	17
19	19	24	16
15	15	20	20
20	20	26	23
14	14	28	15
18	18	29	17
15	15	17	22
15	15	19	21
13	13	23	10
16	16	20	19
10	10	29	9
7	7	28	15
7	7	28	12
9	9	27	21
9	9	18	25
14	14	24	12
10	10	17	11
6	6	29	13
10	10	26	16
11	11	23	13
12	12	24	24
8	8	24	13
11	11	19	15
3	3	27	16
10	10	28	20
13	13	21	14
5	5	22	17
10	10	27	11
10	10	17	11
11	11	23	16
12	12	37	17
12	12	25	13
5	5	26	9
7	7	15	15
11	11	23	19
8	8	28	19
7	7	21	12
6	6	15	15
13	13	22	12
10	10	29	18
8	8	28	19
8	8	20	14
4	4	20	15
9	9	23	18
4	4	18	18
4	4	26	15
5	5	21	15
6	6	19	9
12	12	21	11
5	5	15	13
5	5	22	11
5	5	12	6
7	7	17	16
5	5	15	18
7	7	17	12
5	5	14	12
5	5	24	12
4	4	25	10
9	9	22	11
7	7	17	13
7	7	16	12
5	5	20	7
5	5	22	12
5	5	24	10
2	2	21	7
5	5	18	13
0	0	22	9
8	8	14	12
5	5	11	12
6	6	12	22
5	5	13	13
8	8	21	14
6	6	18	10
6	6	12	10
7	7	14	5
7	7	22	11
2	2	13	10
3	3	22	9
3	3	16	16
2	2	15	14
0	0	14	14
8	8	15	14
7	7	20	12
5	5	11	15
5	5	19	13
6	6	19	10
5	5	16	17
4	4	9	11
6	6	20	14
4	4	11	13
4	4	13	9
3	3	10	10
4	4	18	10
3	3	17	12
5	5	13	8
