3.986	0.279
3.966	0.278
3.946	0.278
3.926	0.279
3.906	0.278
3.886	0.278
3.866	0.276
3.846	0.278
3.826	0.278
3.806	0.277
3.786	0.278
3.766	0.279
3.746	0.278
3.726	0.279
3.706	0.278
3.686	0.278
3.666	0.278
3.646	0.279
3.626	0.279
3.606	0.279
3.586	0.279
3.566	0.278
3.546	0.279
3.526	0.280
3.506	0.278
3.486	0.278
3.466	0.280
3.446	0.278
3.426	0.279
3.406	0.280
3.386	0.279
3.366	0.278
3.346	0.279
3.326	0.278
3.306	0.278
3.286	0.279
3.266	0.279
3.246	0.278
3.226	0.278
3.206	0.278
3.186	0.278
3.166	0.278
3.146	0.279
3.126	0.278
3.106	0.278
3.086	0.279
3.066	0.278
3.046	0.278
3.026	0.279
3.006	0.279
2.986	0.278
2.966	0.278
2.946	0.279
2.926	0.279
2.906	0.278
2.886	0.280
2.866	0.279
2.846	0.278
2.826	0.278
2.806	0.280
2.786	0.278
2.766	0.280
2.746	0.279
2.726	0.278
2.706	0.278
2.686	0.279
2.666	0.279
2.646	0.278
2.626	0.278
2.606	0.278
2.586	0.279
2.566	0.278
2.546	0.279
2.526	0.279
2.506	0.278
2.486	0.280
2.466	0.279
2.446	0.279
2.426	0.278
2.406	0.279
2.386	0.279
2.366	0.279
2.346	0.279
2.326	0.278
2.306	0.278
2.286	0.278
2.266	0.280
2.246	0.279
2.226	0.280
2.206	0.278
2.186	0.278
2.166	0.280
2.146	0.278
2.126	0.279
2.106	0.279
2.086	0.279
2.066	0.279
2.046	0.280
2.026	0.279
2.006	0.279
1.986	0.279
1.966	0.278
1.946	0.279
1.926	0.278
1.906	0.280
1.886	0.278
1.866	0.278
1.846	0.279
1.826	0.278
1.806	0.278
1.786	0.278
1.766	0.279
1.746	0.280
1.726	0.279
1.706	0.280
1.686	0.279
1.666	0.280
1.646	0.278
1.626	0.278
1.606	0.278
1.586	0.280
1.566	0.280
1.546	0.280
1.526	0.279
1.506	0.278
1.486	0.278
1.466	0.278
1.446	0.279
1.426	0.279
1.406	0.278
1.386	0.278
1.366	0.278
1.346	0.278
1.326	0.279
1.306	0.279
1.286	0.279
1.266	0.278
1.246	0.278
1.226	0.278
1.206	0.278
1.186	0.278
1.166	0.278
1.146	0.279
1.126	0.279
1.106	0.280
1.086	0.278
1.066	0.278
1.046	0.278
1.026	0.278
1.006	0.278
0.986	0.278
0.966	0.279
0.946	0.279
0.926	0.278
0.906	0.279
0.886	0.279
0.866	0.278
0.846	0.278
0.826	0.280
0.806	0.280
0.786	0.278
0.766	0.278
0.746	0.278
0.726	0.278
0.706	0.280
0.686	0.279
0.666	0.278
0.646	0.279
0.626	0.278
0.606	0.278
0.586	0.278
0.566	0.279
0.546	0.280
0.526	0.279
0.506	0.279
0.486	0.278
0.466	0.279
0.446	0.278
0.426	0.279
0.406	0.279
0.386	0.279
0.366	0.278
0.346	0.279
0.326	0.279
0.306	0.279
0.286	0.279
0.266	0.279
0.246	0.278
0.226	0.279
0.206	0.280
0.186	0.279
0.166	0.278
0.146	0.280
0.126	0.278
0.106	0.278
0.086	0.280
0.066	0.279
0.046	0.278
0.026	0.278
0.006	0.279
-0.014	0.279
-0.034	0.279
-0.054	0.279
-0.074	0.279
-0.094	0.278
-0.114	0.279
-0.134	0.279
-0.154	0.279
-0.174	0.279
-0.194	0.279
-0.214	0.279
-0.234	0.279
-0.254	0.280
-0.274	0.280
-0.294	0.279
-0.314	0.279
-0.334	0.280
-0.354	0.278
-0.374	0.278
-0.394	0.279
-0.414	0.280
-0.434	0.280
-0.454	0.279
-0.474	0.279
-0.494	0.279
-0.514	0.278
-0.534	0.279
-0.554	0.279
-0.574	0.278
-0.594	0.278
-0.614	0.279
-0.634	0.279
-0.654	0.278
-0.674	0.280
-0.694	0.279
-0.714	0.280
-0.734	0.279
-0.754	0.279
-0.774	0.278
-0.794	0.280
-0.814	0.280
-0.834	0.278
-0.854	0.279
-0.874	0.280
-0.894	0.280
-0.914	0.280
-0.934	0.280
-0.954	0.278
-0.974	0.279
-0.994	0.279
-1.014	0.280
-1.034	0.279
-1.054	0.279
-1.074	0.278
-1.094	0.280
-1.114	0.280
-1.134	0.279
-1.154	0.279
-1.174	0.279
-1.194	0.279
-1.214	0.280
-1.234	0.278
-1.254	0.279
-1.274	0.279
-1.294	0.279
-1.314	0.279
-1.334	0.280
-1.354	0.279
-1.374	0.280
-1.394	0.278
-1.414	0.280
-1.434	0.280
-1.454	0.279
-1.474	0.280
-1.494	0.280
-1.514	0.280
-1.534	0.280
-1.554	0.278
-1.574	0.279
-1.594	0.280
-1.614	0.279
-1.634	0.279
-1.654	0.279
-1.674	0.279
-1.694	0.279
-1.714	0.280
-1.734	0.279
-1.754	0.280
-1.774	0.280
-1.794	0.280
-1.814	0.279
-1.834	0.279
-1.854	0.278
-1.874	0.279
-1.894	0.278
-1.914	0.278
-1.934	0.280
-1.954	0.279
-1.974	0.279
-1.994	0.280
-2.014	0.280
-2.034	0.279
-2.054	0.280
-2.074	0.280
