40	0.5	64.75	16.38971	11.0506	-0.272	-0.024
41	1.714	63	16.33207	11.02381	-0.029	-0.0495
42	2.954	63.5	16.24087	11.30952	-0.0185	-0.0505
43	4.194	63.25	16.09642	10.64484	-0.0175	-0.0475
44	5.434	61	16.11788	10.73314	-0.018	-0.051
45	6.674	62.125	16.04364	10.74107	-0.016	-0.0505
46	7.914	63.875	16.04068	10.40972	-0.015	-0.0505
47	9.154	66	16.06535	10.70635	-0.013	-0.0525
48	10.394	65	16.01079	10.47917	-0.0155	-0.0485
49	11.634	63.25	16.03428	10.86905	-0.016	-0.0485
50	12.873	65.5	15.7264	10.67956	-0.0185	-0.0455
51	14.115	65.375	15.90299	10.34921	-0.015	-0.0505
52	15.354	63.875	15.76411	10.37798	-0.015	-0.049
53	16.594	68.25	16.33551	10.59425	-0.017	-0.049
54	17.838	62.875	16.03321	10.40179	-0.017	-0.0475
55	19.075	64.375	16.11492	10.6498	-0.016	-0.049
56	20.315	63.25	16.18442	10.29663	-0.011	-0.053
57	21.554	64.5	16.15335	10.48413	-0.0125	-0.0545
58	22.794	63.25	16.15441	10.57936	-0.016	-0.0495
59	24.034	66.75	16.12073	10.32143	-0.0165	-0.0485
60	25.271	63.75	16.30859	10.26885	-0.0135	-0.0505
61	26.512	63.375	16.54092	10.75496	-0.014	-0.05
62	27.751	61.875	16.90904	10.96329	-0.015	-0.0485
63	28.991	62	16.73494	10.62302	-0.0145	-0.051
64	30.232	64.25	16.83503	10.79663	-0.0155	-0.047
65	31.472	63.25	16.8584	11.04564	-0.0165	-0.047
66	32.711	64.875	16.66758	10.77083	-0.0145	-0.0495
67	33.952	62.375	16.41675	10.96825	-0.0125	-0.0515
68	35.191	65.375	16.25783	10.70933	-0.0145	-0.049
69	36.433	61.75	16.18726	10.86706	-0.0195	-0.0425
70	37.671	62.75	16.19296	10.7381	-0.0115	-0.0545
71	38.912	63	15.83764	10.87599	-0.0175	-0.0465
72	40.151	65	15.92718	10.28274	-0.0185	-0.046
73	41.391	61.375	15.787	10.40476	-0.013	-0.0535
74	42.639	69.625	16.04293	10.3621	-0.0135	-0.05
75	43.872	60.5	15.73043	10.61806	-0.0135	-0.0505
76	45.111	63.625	15.92801	10.77381	-0.014	-0.0485
77	46.351	62.875	15.99039	10.51686	-0.015	-0.0485
78	47.578	65.125	15.77989	10.72222	-0.0135	-0.0515
79	48.818	63.125	15.98648	10.56647	-0.012	-0.0525
80	59.224	62.375	15.93786	10.47718	-0.088	-0.0485
81	62.398	66.75	15.97581	10.55357	-0.038	-0.0475
82	63.637	65	16.32317	10.23016	-0.0165	-0.0495
83	64.876	62.125	16.79459	10.68353	-0.0145	-0.05
84	66.117	65.5	17.28321	10.78671	-0.0145	-0.047
85	67.356	60	17.6499	10.72817	-0.011	-0.055
86	68.596	64.75	17.97877	10.79067	-0.015	-0.0495
87	69.837	63.625	18.5644	10.89385	-0.018	-0.046
88	71.077	71	19.19723	10.89087	-0.0135	-0.051
89	72.317	79.875	20.02835	10.69742	-0.0145	-0.05
90	73.556	100	20.87785	10.86409	-0.0085	-0.0575
91	74.796	111.875	21.87512	10.71726	-0.0175	-0.044
92	76.036	127.25	22.70422	10.86806	-0.0135	-0.049
93	77.277	132.5	22.68916	10.89683	-0.0125	-0.053
94	78.517	119.875	21.83183	11.1002	-0.0155	-0.049
95	79.756	96.625	20.48434	10.82242	-0.0165	-0.0465
96	80.997	77.25	18.96157	10.71032	-0.013	-0.0515
97	82.234	67.5	18.42445	11.45139	-0.0135	-0.0505
98	83.474	68.5	18.30052	11.24405	-0.0175	-0.048
99	84.714	63.25	18.19082	10.78869	-0.014	-0.0505
100	85.938	63.25	18.53083	10.99405	-0.0145	-0.0495
101	87.178	70	18.87358	11.25794	-0.014	-0.047
