1488.3300	5.0000	5.0000
1487.3390	3.0000	3.0000
1486.3479	0.0000	0.0000
1485.3569	2.0000	2.0000
1484.3660	2.0000	2.0000
1483.3749	2.0000	2.0000
1482.3839	3.0000	3.0000
1481.3928	2.0000	2.0000
1480.4019	1.0000	1.0000
1479.4108	3.0000	3.0000
1478.4198	4.0000	4.0000
1477.4287	5.0000	5.0000
1476.4377	5.0000	5.0000
1475.4467	7.0000	7.0000
1474.4557	3.0000	3.0000
1473.4646	12.0000	12.0000
1472.4736	9.0000	9.0000
1471.4827	1.0000	1.0000
1470.4916	6.0000	6.0000
1469.5006	5.0000	5.0000
1468.5095	5.0000	5.0000
1467.5186	1.0000	1.0000
1466.5275	5.0000	5.0000
1465.5365	6.0000	6.0000
1464.5454	3.0000	3.0000
1463.5544	5.0000	5.0000
1462.5634	8.0000	8.0000
1461.5724	7.0000	7.0000
1460.5813	8.0000	8.0000
1459.5903	6.0000	6.0000
1458.5994	9.0000	9.0000
1457.6083	6.0000	6.0000
1456.6173	9.0000	9.0000
1455.6262	5.0000	5.0000
1454.6353	4.0000	4.0000
1453.6442	7.0000	7.0000
1452.6532	4.0000	4.0000
1451.6621	3.0000	3.0000
1450.6711	4.0000	4.0000
1449.6801	5.0000	5.0000
1448.6891	3.0000	3.0000
1447.6980	8.0000	8.0000
1446.7070	7.0000	7.0000
1445.7161	4.0000	4.0000
1444.7250	6.0000	6.0000
1443.7340	5.0000	5.0000
1442.7429	7.0000	7.0000
1441.7520	5.0000	5.0000
1440.7609	8.0000	8.0000
1439.7699	4.0000	4.0000
1438.7788	3.0000	3.0000
1437.7878	12.0000	12.0000
1436.7968	12.0000	12.0000
1435.8058	6.0000	6.0000
1434.8147	3.0000	3.0000
1433.8237	4.0000	4.0000
1432.8328	5.0000	5.0000
1431.8417	7.0000	7.0000
1430.8507	4.0000	4.0000
1429.8596	5.0000	5.0000
1428.8687	12.0000	12.0000
1427.8776	5.0000	5.0000
1426.8866	4.0000	4.0000
1425.8955	5.0000	5.0000
1424.9045	2.0000	2.0000
1423.9135	7.0000	7.0000
1422.9225	9.0000	9.0000
1421.9314	7.0000	7.0000
1420.9404	3.0000	3.0000
1419.9495	3.0000	3.0000
1418.9584	10.0000	10.0000
1417.9674	7.0000	7.0000
1416.9763	2.0000	2.0000
1415.9854	7.0000	7.0000
1414.9943	10.0000	10.0000
1414.0033	9.0000	9.0000
1413.0122	6.0000	6.0000
1412.0212	7.0000	7.0000
1411.0302	7.0000	7.0000
1410.0392	8.0000	8.0000
1409.0481	5.0000	5.0000
1408.0571	8.0000	8.0000
1407.0662	9.0000	9.0000
1406.0751	10.0000	10.0000
1405.0841	5.0000	5.0000
1404.0930	6.0000	6.0000
1403.1021	4.0000	4.0000
1402.1110	5.0000	5.0000
1401.1200	9.0000	9.0000
1400.1289	2.0000	2.0000
1399.1379	7.0000	7.0000
1398.1469	8.0000	8.0000
1397.1559	5.0000	5.0000
1396.1648	6.0000	6.0000
1395.1738	7.0000	7.0000
1394.1829	10.0000	10.0000
1393.1918	3.0000	3.0000
1392.2008	5.0000	5.0000
1391.2097	6.0000	6.0000
1390.2187	2.0000	2.0000
1389.2277	4.0000	4.0000
1388.2367	6.0000	6.0000
1387.2456	14.0000	14.0000
1386.2546	13.0000	13.0000
1385.2635	8.0000	8.0000
1384.2726	6.0000	6.0000
1383.2815	9.0000	9.0000
1382.2905	7.0000	7.0000
1381.2996	4.0000	4.0000
1380.3085	12.0000	12.0000
1379.3175	6.0000	6.0000
1378.3264	6.0000	6.0000
1377.3354	10.0000	10.0000
1376.3444	7.0000	7.0000
1375.3534	2.0000	2.0000
1374.3623	6.0000	6.0000
1373.3713	6.0000	6.0000
1372.3802	6.0000	6.0000
1371.3893	11.0000	11.0000
1370.3982	2.0000	2.0000
1369.4072	9.0000	9.0000
1368.4163	11.0000	11.0000
1367.4252	7.0000	7.0000
1366.4342	9.0000	9.0000
1365.4431	11.0000	11.0000
1364.4521	6.0000	6.0000
1363.4611	12.0000	12.0000
1362.4701	9.0000	9.0000
1361.4790	7.0000	7.0000
1360.4880	13.0000	13.0000
1359.4969	7.0000	7.0000
1358.5060	10.0000	10.0000
1357.5150	5.0000	5.0000
1356.5239	14.0000	14.0000
1355.5330	23.0000	23.0000
1354.5419	30.0000	30.0000
1353.5509	29.0000	29.0000
1352.5598	30.0000	30.0000
1351.5688	49.0000	49.0000
1350.5778	47.0000	47.0000
1349.5868	54.0000	54.0000
1348.5957	48.0000	48.0000
1347.6047	50.0000	50.0000
1346.6136	44.0000	44.0000
1345.6227	35.0000	35.0000
1344.6317	42.0000	42.0000
1343.6406	21.0000	21.0000
1342.6497	30.0000	30.0000
1341.6586	26.0000	26.0000
1340.6676	31.0000	31.0000
1339.6765	15.0000	15.0000
1338.6855	25.0000	25.0000
1337.6945	34.0000	34.0000
1336.7035	29.0000	29.0000
1335.7124	29.0000	29.0000
1334.7214	27.0000	27.0000
1333.7303	38.0000	38.0000
1332.7394	33.0000	33.0000
1331.7484	33.0000	33.0000
1330.7573	28.0000	28.0000
1329.7664	30.0000	30.0000
1328.7753	39.0000	39.0000
1327.7843	34.0000	34.0000
1326.7932	36.0000	36.0000
1325.8022	23.0000	23.0000
1324.8112	40.0000	40.0000
1323.8202	45.0000	45.0000
1322.8291	41.0000	41.0000
1321.8381	33.0000	33.0000
1320.8470	44.0000	44.0000
1319.8561	50.0000	50.0000
1318.8651	39.0000	39.0000
1317.8740	33.0000	33.0000
1316.8831	39.0000	39.0000
1315.8920	48.0000	48.0000
1314.9010	44.0000	44.0000
1313.9099	37.0000	37.0000
1312.9189	42.0000	42.0000
1311.9279	43.0000	43.0000
1310.9369	48.0000	48.0000
1309.9458	47.0000	47.0000
1308.9548	55.0000	55.0000
1307.9637	61.0000	61.0000
1306.9728	57.0000	57.0000
1305.9818	47.0000	47.0000
1304.9907	58.0000	58.0000
1303.9998	62.0000	62.0000
1303.0087	54.0000	54.0000
1302.0177	69.0000	69.0000
1301.0266	50.0000	50.0000
1300.0356	70.0000	70.0000
1299.0446	45.0000	45.0000
1298.0536	67.0000	67.0000
1297.0625	76.0000	76.0000
1296.0715	64.0000	64.0000
1295.0804	62.0000	62.0000
1294.0895	64.0000	64.0000
1293.0985	64.0000	64.0000
1292.1074	64.0000	64.0000
1291.1165	65.0000	65.0000
1290.1254	61.0000	61.0000
1289.1344	60.0000	60.0000
1288.1433	55.0000	55.0000
1287.1523	79.0000	79.0000
1286.1613	73.0000	73.0000
1285.1703	75.0000	75.0000
1284.1792	77.0000	77.0000
1283.1882	87.0000	87.0000
1282.1971	74.0000	74.0000
1281.2062	87.0000	87.0000
1280.2152	133.0000	133.0000
1279.2241	77.0000	77.0000
1278.2332	83.0000	83.0000
1277.2421	91.0000	91.0000
1276.2511	88.0000	88.0000
1275.2600	117.0000	117.0000
1274.2690	84.0000	84.0000
1273.2780	119.0000	119.0000
1272.2870	96.0000	96.0000
1271.2959	81.0000	81.0000
1270.3049	89.0000	89.0000
1269.3138	80.0000	80.0000
1268.3229	97.0000	97.0000
1267.3319	99.0000	99.0000
1266.3408	113.0000	113.0000
1265.3499	88.0000	88.0000
1264.3588	106.0000	106.0000
1263.3678	111.0000	111.0000
1262.3767	111.0000	111.0000
1261.3857	94.0000	94.0000
1260.3947	107.0000	107.0000
1259.4037	108.0000	108.0000
1258.4126	123.0000	123.0000
1257.4216	113.0000	113.0000
1256.4305	122.0000	122.0000
1255.4396	128.0000	128.0000
1254.4486	101.0000	101.0000
1253.4575	116.0000	116.0000
1252.4666	134.0000	134.0000
1251.4755	135.0000	135.0000
1250.4845	122.0000	122.0000
1249.4934	132.0000	132.0000
1248.5024	140.0000	140.0000
1247.5114	136.0000	136.0000
1246.5204	144.0000	144.0000
1245.5293	159.0000	159.0000
1244.5383	187.0000	187.0000
1243.5472	177.0000	177.0000
1242.5563	167.0000	167.0000
1241.5653	163.0000	163.0000
1240.5742	156.0000	156.0000
1239.5833	161.0000	161.0000
1238.5922	172.0000	172.0000
1237.6012	175.0000	175.0000
1236.6101	220.0000	220.0000
1235.6191	267.0000	267.0000
1234.6281	274.0000	274.0000
1233.6371	320.0000	320.0000
1232.6460	310.0000	310.0000
1231.6550	286.0000	286.0000
1230.6639	290.0000	290.0000
1229.6730	271.0000	271.0000
1228.6820	269.0000	269.0000
1227.6909	247.0000	247.0000
1226.7000	236.0000	236.0000
1225.7089	246.0000	246.0000
1224.7179	237.0000	237.0000
1223.7268	250.0000	250.0000
1222.7358	264.0000	264.0000
1221.7448	274.0000	274.0000
1220.7538	270.0000	270.0000
1219.7627	263.0000	263.0000
1218.7717	270.0000	270.0000
1217.7806	326.0000	326.0000
1216.7897	293.0000	293.0000
1215.7987	251.0000	251.0000
1214.8076	304.0000	304.0000
1213.8167	322.0000	322.0000
1212.8256	351.0000	351.0000
1211.8346	334.0000	334.0000
1210.8435	315.0000	315.0000
1209.8525	336.0000	336.0000
1208.8615	350.0000	350.0000
1207.8705	339.0000	339.0000
1206.8794	336.0000	336.0000
1205.8884	357.0000	357.0000
1204.8975	342.0000	342.0000
1203.9064	378.0000	378.0000
1202.9154	360.0000	360.0000
1201.9243	362.0000	362.0000
1200.9333	383.0000	383.0000
1199.9423	416.0000	416.0000
1198.9513	599.0000	599.0000
1197.9602	689.0000	689.0000
1196.9692	494.0000	494.0000
1195.9781	439.0000	439.0000
1194.9872	435.0000	435.0000
1193.9961	417.0000	417.0000
1193.0051	408.0000	408.0000
1192.0142	401.0000	401.0000
1191.0231	397.0000	397.0000
1190.0321	389.0000	389.0000
1189.0410	433.0000	433.0000
1188.0500	407.0000	407.0000
1187.0590	456.0000	456.0000
1186.0680	460.0000	460.0000
1185.0769	447.0000	447.0000
1184.0859	470.0000	470.0000
1183.0948	422.0000	422.0000
1182.1039	481.0000	481.0000
1181.1128	411.0000	411.0000
1180.1218	476.0000	476.0000
1179.1309	451.0000	451.0000
1178.1398	456.0000	456.0000
1177.1488	487.0000	487.0000
1176.1577	450.0000	450.0000
1175.1667	483.0000	483.0000
1174.1757	449.0000	449.0000
1173.1847	453.0000	453.0000
1172.1936	435.0000	435.0000
1171.2026	487.0000	487.0000
1170.2115	493.0000	493.0000
1169.2206	500.0000	500.0000
1168.2295	454.0000	454.0000
1167.2385	457.0000	457.0000
1166.2476	478.0000	478.0000
1165.2565	490.0000	490.0000
1164.2655	433.0000	433.0000
1163.2744	459.0000	459.0000
1162.2834	454.0000	454.0000
1161.2924	499.0000	499.0000
1160.3014	490.0000	490.0000
1159.3103	475.0000	475.0000
1158.3193	492.0000	492.0000
1157.3282	459.0000	459.0000
1156.3373	484.0000	484.0000
