Zeit,Kanal A,Kanal B
(ms),(mV),(V)

-0.49920620,3.36466600,-1.44908000
-0.49792610,3.36466600,-1.44908000
-0.49664620,2.91604400,-1.46672000
-0.49536620,2.91604400,-1.48435900
-0.49408620,2.46742200,-1.48435900
-0.49280610,2.46742200,-1.48435900
-0.49152620,2.46742200,-1.48435900
-0.49024620,2.46742200,-1.48435900
-0.48896620,2.46742200,-1.48435900
-0.48768620,2.46742200,-1.46672000
-0.48640610,2.46742200,-1.46672000
-0.48512620,2.46742200,-1.46672000
-0.48384620,2.46742200,-1.46672000
-0.48256610,2.46742200,-1.46672000
-0.48128620,2.46742200,-1.46672000
-0.48000620,2.46742200,-1.46672000
-0.47872620,2.46742200,-1.46672000
-0.47744620,2.46742200,-1.48435900
-0.47616620,2.46742200,-1.46672000
-0.47488610,2.46742200,-1.48435900
-0.47360620,2.46742200,-1.48435900
-0.47232620,1.57017700,-1.48435900
-0.47104620,1.57017700,-1.48435900
-0.46976610,1.57017700,-1.48435900
-0.46848620,1.57017700,-1.48435900
-0.46720620,2.91604400,-1.43137900
-0.46592620,2.91604400,-1.44908000
-0.46464620,2.91604400,-1.44908000
-0.46336620,2.91604400,-1.46672000
-0.46208620,2.91604400,-1.44908000
-0.46080620,3.36466600,-1.46672000
-0.45952620,2.91604400,-1.46672000
-0.45824610,2.46742200,-1.48435900
-0.45696620,2.46742200,-1.48435900
-0.45568620,2.46742200,-1.48435900
-0.45440620,2.46742200,-1.48435900
-0.45312620,2.46742200,-1.48435900
-0.45184620,2.46742200,-1.46672000
-0.45056610,2.46742200,-1.46672000
-0.44928620,2.46742200,-1.46672000
-0.44800620,2.46742200,-1.48435900
-0.44672620,2.46742200,-1.46672000
-0.44544620,2.46742200,-1.46672000
-0.44416620,2.46742200,-1.48435900
-0.44288620,2.46742200,-1.46672000
-0.44160620,2.46742200,-1.48435900
-0.44032620,2.46742200,-1.46672000
-0.43904610,2.46742200,-1.46672000
-0.43776620,2.46742200,-1.46672000
-0.43648620,1.57017700,-1.51963900
-0.43520620,1.57017700,-1.48435900
-0.43392620,1.57017700,-1.48435900
-0.43264620,1.57017700,-1.48435900
-0.43136620,2.46742200,-1.44908000
-0.43008620,2.91604400,-1.43137900
-0.42880620,2.91604400,-1.46672000
-0.42752610,2.91604400,-1.44908000
-0.42624620,3.36466600,-1.44908000
-0.42496620,3.36466600,-1.46672000
-0.42368620,2.91604400,-1.46672000
-0.42240620,2.91604400,-1.48435900
-0.42112620,2.46742200,-1.48435900
-0.41984610,2.46742200,-1.48435900
-0.41856620,2.46742200,-1.48435900
-0.41728620,2.46742200,-1.48435900
-0.41600620,2.46742200,-1.48435900
-0.41472610,2.46742200,-1.48435900
-0.41344620,2.46742200,-1.46672000
-0.41216620,2.46742200,-1.46672000
-0.41088620,2.46742200,-1.46672000
-0.40960620,2.46742200,-1.46672000
-0.40832610,2.46742200,-1.46672000
-0.40704620,2.46742200,-1.46672000
-0.40576620,2.46742200,-1.46672000
-0.40448620,2.46742200,-1.46672000
-0.40320620,2.46742200,-1.46672000
-0.40192620,2.46742200,-1.46672000
-0.40064620,1.57017700,-1.48435900
-0.39936620,1.57017700,-1.48435900
-0.39808620,1.57017700,-1.48435900
-0.39680620,1.57017700,-1.48435900
-0.39552610,2.01879900,-1.48435900
-0.39424620,2.91604400,-1.43137900
-0.39296620,2.91604400,-1.44908000
-0.39168620,2.91604400,-1.44908000
-0.39040620,3.36466600,-1.44908000
-0.38912620,2.91604400,-1.46672000
-0.38784620,2.91604400,-1.46672000
-0.38656620,2.91604400,-1.46672000
-0.38528620,2.91604400,-1.48435900
-0.38400610,2.46742200,-1.48435900
-0.38272620,2.46742200,-1.48435900
-0.38144620,2.46742200,-1.48435900
-0.38016620,2.46742200,-1.46672000
-0.37888620,2.46742200,-1.46672000
-0.37760620,2.46742200,-1.48435900
-0.37632620,2.91604400,-1.46672000
-0.37504620,2.46742200,-1.46672000
-0.37376620,2.46742200,-1.46672000
-0.37248620,2.46742200,-1.46672000
-0.37120620,2.46742200,-1.46672000
-0.36992620,2.46742200,-1.46672000
-0.36864620,2.46742200,-1.46672000
-0.36736620,2.46742200,-1.46672000
-0.36608620,2.46742200,-1.46672000
-0.36480610,2.46742200,-1.46672000
-0.36352620,1.12155500,-1.50199900
-0.36224620,1.57017700,-1.48435900
-0.36096620,1.57017700,-1.48435900
-0.35968610,1.57017700,-1.48435900
-0.35840620,2.46742200,-1.46672000
-0.35712620,2.91604400,-1.43137900
-0.35584620,2.91604400,-1.44908000
-0.35456620,2.91604400,-1.44908000
-0.35328610,2.91604400,-1.44908000
-0.35200620,2.91604400,-1.46672000
-0.35072620,2.91604400,-1.46672000
-0.34944620,2.91604400,-1.46672000
-0.34816620,2.46742200,-1.48435900
-0.34688620,2.46742200,-1.48435900
-0.34560610,2.46742200,-1.48435900
-0.34432620,2.01879900,-1.46672000
-0.34304620,2.46742200,-1.48435900
-0.34176620,2.46742200,-1.46672000
-0.34048620,2.91604400,-1.46672000
-0.33920620,2.46742200,-1.46672000
-0.33792620,2.46742200,-1.46672000
-0.33664620,2.46742200,-1.46672000
-0.33536620,2.46742200,-1.46672000
-0.33408610,2.46742200,-1.46672000
-0.33280620,2.46742200,-1.46672000
-0.33152620,2.46742200,-1.46672000
-0.33024620,2.46742200,-1.46672000
-0.32896610,2.46742200,-1.48435900
-0.32768620,2.46742200,-1.48435900
-0.32640620,1.57017700,-1.48435900
-0.32512620,1.57017700,-1.48435900
-0.32384620,1.57017700,-1.48435900
-0.32256620,1.57017700,-1.48435900
-0.32128620,2.91604400,-1.44908000
-0.32000620,2.91604400,-1.44908000
-0.31872620,2.91604400,-1.46672000
-0.31744620,2.91604400,-1.44908000
-0.31616620,2.91604400,-1.44908000
-0.31488620,3.36466600,-1.46672000
-0.31360620,2.91604400,-1.46672000
-0.31232620,2.46742200,-1.48435900
-0.31104620,2.46742200,-1.48435900
-0.30976610,2.46742200,-1.48435900
-0.30848620,2.46742200,-1.48435900
-0.30720620,2.46742200,-1.46672000
-0.30592620,2.46742200,-1.46672000
-0.30464620,2.46742200,-1.46672000
-0.30336620,2.46742200,-1.46672000
-0.30208620,2.46742200,-1.46672000
-0.30080620,2.46742200,-1.46672000
-0.29952620,2.46742200,-1.48435900
-0.29824610,2.46742200,-1.46672000
-0.29696620,2.91604400,-1.46672000
-0.29568620,2.46742200,-1.46672000
-0.29440620,2.46742200,-1.46672000
-0.29312620,2.46742200,-1.46672000
-0.29184620,2.46742200,-1.46672000
-0.29056610,1.57017700,-1.51963900
-0.28928620,1.57017700,-1.48435900
-0.28800620,1.57017700,-1.48435900
-0.28672620,1.57017700,-1.48435900
-0.28544620,2.46742200,-1.46672000
-0.28416620,2.91604400,-1.43137900
-0.28288620,2.91604400,-1.44908000
-0.28160620,2.91604400,-1.44908000
-0.28032620,3.36466600,-1.44908000
-0.27904610,2.91604400,-1.46672000
-0.27776620,2.91604400,-1.46672000
-0.27648620,2.91604400,-1.46672000
-0.27520620,2.46742200,-1.48435900
-0.27392620,2.46742200,-1.48435900
-0.27264620,2.46742200,-1.48435900
-0.27136610,2.46742200,-1.48435900
-0.27008620,2.46742200,-1.48435900
-0.26880620,2.46742200,-1.46672000
-0.26752610,2.46742200,-1.46672000
-0.26624620,2.46742200,-1.46672000
-0.26496620,2.46742200,-1.48435900
-0.26368620,2.46742200,-1.46672000
-0.26240620,2.46742200,-1.46672000
-0.26112620,2.46742200,-1.46672000
-0.25984620,2.46742200,-1.46672000
-0.25856620,2.46742200,-1.46672000
-0.25728620,2.46742200,-1.48435900
-0.25600620,2.46742200,-1.46672000
-0.25472610,2.91604400,-1.48435900
-0.25344620,1.57017700,-1.48435900
-0.25216620,1.57017700,-1.48435900
-0.25088620,1.57017700,-1.48435900
-0.24960610,1.57017700,-1.48435900
-0.24832620,2.91604400,-1.44908000
-0.24704620,2.91604400,-1.44908000
-0.24576620,2.91604400,-1.44908000
-0.24448620,2.91604400,-1.44908000
-0.24320620,2.91604400,-1.46672000
-0.24192620,3.36466600,-1.46672000
-0.24064620,2.91604400,-1.46672000
-0.23936620,2.91604400,-1.48435900
-0.23808620,2.46742200,-1.48435900
-0.23680620,2.46742200,-1.48435900
-0.23552620,2.46742200,-1.46672000
-0.23424620,2.46742200,-1.48435900
-0.23296620,2.46742200,-1.46672000
-0.23168620,2.46742200,-1.46672000
-0.23040620,2.46742200,-1.46672000
-0.22912620,2.46742200,-1.46672000
-0.22784620,2.46742200,-1.46672000
-0.22656620,2.46742200,-1.46672000
-0.22528620,2.46742200,-1.46672000
-0.22400620,2.46742200,-1.46672000
-0.22272620,2.46742200,-1.46672000
-0.22144620,2.46742200,-1.46672000
-0.22016620,2.46742200,-1.46672000
-0.21888620,2.46742200,-1.46672000
-0.21760620,1.57017700,-1.51963900
-0.21632620,1.57017700,-1.48435900
-0.21504620,1.57017700,-1.48435900
-0.21376620,1.57017700,-1.46672000
-0.21248620,2.01879900,-1.46672000
-0.21120620,2.91604400,-1.43137900
-0.20992620,2.91604400,-1.44908000
-0.20864620,3.36466600,-1.44908000
-0.20736620,3.36466600,-1.44908000
-0.20608620,2.91604400,-1.44908000
-0.20480620,2.91604400,-1.46672000
-0.20352620,2.91604400,-1.46672000
-0.20224620,2.46742200,-1.48435900
-0.20096620,2.46742200,-1.48435900
-0.19968620,2.46742200,-1.48435900
-0.19840620,2.46742200,-1.48435900
-0.19712620,2.46742200,-1.48435900
-0.19584620,2.46742200,-1.46672000
-0.19456620,2.46742200,-1.46672000
-0.19328620,2.46742200,-1.46672000
-0.19200620,2.46742200,-1.46672000
-0.19072620,2.46742200,-1.46672000
-0.18944620,2.46742200,-1.46672000
-0.18816620,2.46742200,-1.46672000
-0.18688620,2.46742200,-1.46672000
-0.18560620,2.46742200,-1.46672000
-0.18432620,2.46742200,-1.46672000
-0.18304620,2.46742200,-1.48435900
-0.18176620,1.12155500,-1.48435900
-0.18048620,1.57017700,-1.50199900
-0.17920620,1.57017700,-1.48435900
-0.17792620,1.57017700,-1.48435900
-0.17664620,1.57017700,-1.48435900
-0.17536620,2.46742200,-1.44908000
-0.17408620,2.91604400,-1.44908000
-0.17280620,2.91604400,-1.44908000
-0.17152620,2.91604400,-1.44908000
-0.17024620,3.36466600,-1.44908000
-0.16896620,2.91604400,-1.46672000
-0.16768620,2.91604400,-1.46672000
-0.16640620,2.91604400,-1.46672000
-0.16512620,2.46742200,-1.48435900
-0.16384620,2.46742200,-1.48435900
-0.16256620,2.46742200,-1.48435900
-0.16128620,2.01879900,-1.48435900
-0.16000620,2.46742200,-1.46672000
-0.15872620,2.46742200,-1.46672000
-0.15744620,2.46742200,-1.46672000
-0.15616620,2.46742200,-1.46672000
-0.15488620,2.46742200,-1.46672000
-0.15360620,2.46742200,-1.46672000
-0.15232620,2.46742200,-1.46672000
-0.15104620,2.46742200,-1.46672000
-0.14976620,2.46742200,-1.46672000
-0.14848620,2.46742200,-1.46672000
-0.14720620,2.46742200,-1.46672000
-0.14592620,2.46742200,-1.46672000
-0.14464620,1.12155500,-1.50199900
-0.14336620,2.01879900,-1.48435900
-0.14208620,1.57017700,-1.48435900
-0.14080620,1.57017700,-1.48435900
-0.13952620,2.01879900,-1.46672000
-0.13824620,2.91604400,-1.43137900
-0.13696620,2.91604400,-1.44908000
-0.13568620,2.91604400,-1.44908000
-0.13440620,2.91604400,-1.44908000
-0.13312620,2.91604400,-1.44908000
-0.13184620,2.91604400,-1.46672000
-0.13056620,2.91604400,-1.46672000
-0.12928620,2.46742200,-1.48435900
-0.12800620,2.46742200,-1.48435900
-0.12672620,2.46742200,-1.48435900
-0.12544620,2.46742200,-1.48435900
-0.12416620,2.46742200,-1.46672000
-0.12288620,2.46742200,-1.46672000
-0.12160620,2.46742200,-1.46672000
-0.12032620,2.46742200,-1.46672000
-0.11904620,2.46742200,-1.46672000
-0.11776620,2.46742200,-1.46672000
-0.11648620,2.46742200,-1.46672000
-0.11520620,2.46742200,-1.46672000
-0.11392620,2.46742200,-1.46672000
-0.11264620,2.46742200,-1.46672000
-0.11136620,2.46742200,-1.46672000
-0.11008620,2.46742200,-1.46672000
-0.10880620,2.46742200,-1.48435900
-0.10752620,1.57017700,-1.50199900
-0.10624620,1.57017700,-1.48435900
-0.10496620,1.57017700,-1.48435900
-0.10368620,1.57017700,-1.48435900
-0.10240620,2.46742200,-1.44908000
-0.10112620,2.91604400,-1.44908000
-0.09984616,2.91604400,-1.44908000
-0.09856617,2.91604400,-1.44908000
-0.09728616,3.36466600,-1.46672000
-0.09600616,2.91604400,-1.46672000
-0.09472617,2.91604400,-1.46672000
-0.09344617,2.91604400,-1.46672000
-0.09216616,2.46742200,-1.48435900
-0.09088616,2.46742200,-1.46672000
-0.08960617,2.46742200,-1.46672000
-0.08832617,2.46742200,-1.46672000
-0.08704617,2.46742200,-1.46672000
-0.08576617,2.46742200,-1.46672000
-0.08448616,2.46742200,-1.46672000
-0.08320616,2.46742200,-1.46672000
-0.08192616,2.46742200,-1.46672000
-0.08064617,2.46742200,-1.46672000
-0.07936617,2.46742200,-1.46672000
-0.07808617,2.46742200,-1.46672000
-0.07680617,2.46742200,-1.46672000
-0.07552616,2.46742200,-1.46672000
-0.07424616,2.46742200,-1.46672000
-0.07296617,2.46742200,-1.46672000
-0.07168617,1.57017700,-1.50199900
-0.07040617,1.57017700,-1.48435900
-0.06912617,1.57017700,-1.48435900
-0.06784616,1.57017700,-1.46672000
-0.06656616,1.57017700,-1.46672000
-0.06528617,2.91604400,-1.43137900
-0.06400616,2.91604400,-1.44908000
-0.06272617,2.91604400,-1.44908000
-0.06144617,2.91604400,-1.44908000
-0.06016617,2.91604400,-1.44908000
-0.05888617,3.36466600,-1.46672000
-0.05760616,2.46742200,-1.46672000
-0.05632616,2.91604400,-1.48435900
-0.05504617,2.46742200,-1.48435900
-0.05376616,2.46742200,-1.48435900
-0.05248616,2.46742200,-1.46672000
-0.05120617,2.46742200,-1.46672000
-0.04992617,2.46742200,-1.46672000
-0.04864616,2.46742200,-1.46672000
-0.04736616,2.46742200,-1.46672000
-0.04608617,2.46742200,-1.46672000
-0.04480616,2.46742200,-1.46672000
-0.04352617,2.46742200,-1.46672000
-0.04224617,2.46742200,-1.46672000
-0.04096616,2.46742200,-1.46672000
-0.03968617,2.46742200,-1.46672000
-0.03840616,2.46742200,-1.46672000
-0.03712616,2.46742200,-1.46672000
-0.03584617,1.12155500,-1.46672000
-0.03456616,1.57017700,-1.51963900
-0.03328617,1.57017700,-1.48435900
-0.03200617,1.57017700,-1.48435900
-0.03072616,1.57017700,-1.46672000
-0.02944617,2.91604400,-1.44908000
-0.02816617,2.91604400,-1.43137900
-0.02688617,2.91604400,-1.44908000
-0.02560616,2.91604400,-1.44908000
-0.02432617,2.91604400,-1.44908000
-0.02304617,2.91604400,-1.46672000
-0.02176617,2.91604400,-1.46672000
-0.02048617,2.91604400,-1.48435900
-0.01920616,2.46742200,-1.48435900
-0.01792617,2.46742200,-1.48435900
-0.01664617,2.46742200,-1.46672000
-0.01536617,2.46742200,-1.46672000
-0.01408617,2.46742200,-1.46672000
-0.01280617,2.46742200,-1.46672000
-0.01152617,2.46742200,-1.46672000
-0.01024617,2.46742200,-1.46672000
-0.00896617,2.46742200,-1.46672000
-0.00768617,2.46742200,-1.46672000
-0.00640617,2.46742200,-1.46672000
-0.00512617,2.46742200,-1.46672000
-0.00384617,2.46742200,-1.46672000
-0.00256617,2.46742200,-1.46672000
-0.00128617,2.46742200,-1.46672000
-0.00000617,2.46742200,-1.46672000
0.00127383,1.57017700,1.58720700
0.00255383,2.01879900,1.62254700
0.00383383,1.57017700,1.64018700
0.00511383,1.57017700,1.67546600
0.00639383,2.46742200,1.69310600
0.00767383,3.36466600,1.71080700
0.00895383,2.91604400,1.71080700
0.01023383,2.91604400,1.72844600
0.01151383,3.36466600,1.72844600
0.01279383,3.36466600,1.71080700
0.01407383,2.91604400,1.71080700
0.01535384,2.91604400,1.69310600
0.01663383,2.91604400,1.69310600
0.01791383,2.91604400,1.69310600
0.01919383,2.46742200,1.69310600
0.02047383,2.46742200,1.69310600
0.02175383,2.46742200,1.69310600
0.02303383,2.46742200,1.69310600
0.02431384,2.46742200,1.71080700
0.02559383,2.46742200,1.71080700
0.02687383,2.46742200,1.71080700
0.02815383,2.91604400,1.69310600
0.02943383,2.46742200,1.71080700
0.03071383,2.46742200,1.71080700
0.03199383,2.91604400,1.69310600
0.03327383,2.91604400,1.69310600
0.03455384,2.46742200,1.71080700
0.03583383,2.46742200,1.69310600
0.03711383,1.12155500,1.69310600
0.03839384,1.57017700,1.67546600
0.03967383,1.57017700,1.69310600
0.04095383,1.57017700,1.69310600
0.04223384,1.57017700,1.69310600
0.04351383,2.46742200,1.72844600
0.04479383,2.46742200,1.72844600
0.04607384,2.91604400,1.71080700
0.04735383,3.36466600,1.72844600
0.04863383,3.36466600,1.71080700
0.04991383,3.36466600,1.71080700
0.05119383,2.91604400,1.71080700
0.05247384,2.91604400,1.69310600
0.05375383,2.46742200,1.69310600
0.05503383,2.46742200,1.69310600
0.05631384,2.46742200,1.69310600
0.05759383,2.46742200,1.71080700
0.05887383,2.46742200,1.69310600
0.06015383,2.46742200,1.71080700
0.06143384,2.46742200,1.71080700
0.06271384,2.46742200,1.71080700
0.06399383,2.46742200,1.69310600
0.06527383,2.46742200,1.71080700
0.06655383,2.91604400,1.71080700
0.06783383,2.91604400,1.69310600
0.06911384,2.46742200,1.69310600
0.07039384,2.46742200,1.71080700
0.07167383,2.46742200,1.69310600
0.07295384,2.46742200,1.69310600
0.07423383,2.46742200,1.69310600
0.07551383,1.57017700,1.69310600
0.07679383,1.57017700,1.69310600
0.07807384,2.01879900,1.69310600
0.07935383,1.57017700,1.69310600
0.08063383,2.91604400,1.72844600
0.08191384,2.91604400,1.72844600
0.08319383,3.36466600,1.72844600
0.08447383,3.36466600,1.71080700
0.08575384,3.36466600,1.71080700
0.08703383,3.36466600,1.71080700
0.08831383,2.91604400,1.71080700
0.08959384,2.91604400,1.69310600
0.09087384,2.46742200,1.69310600
0.09215383,2.46742200,1.69310600
0.09343383,4.71053200,1.69310600
0.09471383,19.96826000,1.71080700
0.09599383,21.31413000,1.69310600
0.09727383,21.76275000,1.71080700
0.09855384,22.21137000,1.71080700
0.09983384,22.21137000,1.71080700
0.10111380,22.21137000,1.71080700
0.10239380,22.21137000,1.71080700
0.10367380,22.21137000,1.71080700
0.10495380,22.21137000,1.71080700
0.10623380,22.21137000,1.71080700
0.10751380,22.21137000,1.69310600
0.10879380,22.21137000,1.69310600
0.11007380,22.21137000,1.69310600
0.11135380,20.86551000,1.67546600
0.11263380,20.86551000,1.69310600
0.11391380,21.31413000,1.69310600
0.11519380,20.86551000,1.69310600
0.11647380,21.31413000,1.69310600
0.11775380,22.21137000,1.76372600
0.11903380,22.21137000,1.72844600
0.12031380,22.21137000,1.72844600
0.12159380,22.21137000,1.71080700
0.12287380,21.76275000,1.71080700
0.12415380,21.76275000,1.71080700
0.12543380,21.31413000,1.71080700
0.12671380,20.86551000,1.69310600
0.12799380,20.86551000,1.69310600
0.12927380,20.86551000,1.69310600
0.13055380,20.86551000,1.69310600
0.13183380,20.41688000,1.69310600
0.13311380,20.41688000,1.69310600
0.13439380,20.41688000,1.71080700
0.13567380,20.41688000,1.69310600
0.13695380,20.41688000,1.71080700
0.13823380,20.41688000,1.71080700
0.13951380,19.96826000,1.71080700
0.14079380,20.41688000,1.71080700
0.14207380,19.51811000,1.69310600
0.14335380,19.96826000,1.71080700
0.14463380,19.51811000,1.69310600
0.14591380,19.51811000,1.71080700
0.14719380,18.62087000,1.69310600
0.14847380,18.62087000,1.69310600
0.14975380,18.62087000,1.69310600
0.15103380,18.62087000,1.69310600
0.15231380,18.62087000,1.69310600
0.15359380,19.06949000,1.72844600
0.15487380,19.51811000,1.72844600
0.15615380,19.51811000,1.72844600
0.15743380,19.51811000,1.71080700
0.15871380,19.06949000,1.72844600
0.15999380,19.06949000,1.72844600
0.16127380,19.51811000,1.71080700
0.16255380,18.62087000,1.69310600
0.16383380,18.62087000,1.69310600
0.16511380,18.17225000,1.69310600
0.16639380,17.72363000,1.69310600
0.16767380,17.72363000,1.69310600
0.16895380,17.72363000,1.71080700
0.17023380,17.72363000,1.71080700
0.17151380,17.72363000,1.71080700
0.17279380,17.72363000,1.71080700
0.17407380,17.72363000,1.69310600
0.17535380,17.72363000,1.69310600
0.17663380,17.72363000,1.71080700
0.17791380,17.72363000,1.71080700
0.17919380,17.27500000,1.71080700
0.18047380,17.72363000,1.71080700
0.18175380,17.72363000,1.71080700
0.18303380,17.27500000,1.71080700
0.18431380,15.92914000,1.65782600
0.18559380,16.37776000,1.69310600
0.18687380,16.37776000,1.69310600
0.18815380,15.92914000,1.69310600
0.18943380,16.37776000,1.69310600
0.19071380,17.27500000,1.72844600
0.19199380,17.27500000,1.72844600
0.19327380,17.27500000,1.72844600
0.19455380,17.27500000,1.72844600
0.19583380,17.27500000,1.71080700
0.19711380,16.82638000,1.71080700
0.19839380,16.82638000,1.71080700
0.19967380,16.37776000,1.69310600
0.20095380,15.92914000,1.69310600
0.20223380,15.92914000,1.69310600
0.20351380,15.92914000,1.69310600
0.20479380,15.92914000,1.69310600
0.20607380,15.92914000,1.69310600
0.20735380,15.92914000,1.69310600
0.20863380,15.92914000,1.71080700
0.20991380,15.92914000,1.71080700
0.21119380,15.48051000,1.71080700
0.21247380,15.48051000,1.71080700
0.21375380,15.48051000,1.71080700
0.21503380,15.48051000,1.71080700
0.21631380,15.48051000,1.71080700
0.21759380,15.48051000,1.71080700
0.21887380,15.48051000,1.69310600
0.22015380,14.58327000,1.69310600
0.22143380,14.13465000,1.69310600
0.22271380,14.13465000,1.69310600
0.22399380,14.13465000,1.69310600
0.22527380,14.13465000,1.69310600
0.22655380,15.03189000,1.72844600
0.22783380,15.48051000,1.72844600
0.22911380,15.48051000,1.72844600
0.23039380,15.48051000,1.72844600
0.23167380,15.03189000,1.71080700
0.23295380,15.48051000,1.71080700
0.23423380,15.03189000,1.71080700
0.23551380,14.58327000,1.71080700
0.23679380,14.13465000,1.69310600
0.23807380,14.13465000,1.69310600
0.23935380,14.13465000,1.69310600
0.24063380,14.13465000,1.69310600
0.24191380,14.13465000,1.69310600
0.24319380,14.13465000,1.69310600
0.24447380,14.13465000,1.71080700
0.24575380,14.13465000,1.69310600
0.24703380,14.13465000,1.71080700
0.24831380,13.68450000,1.69310600
0.24959380,13.68450000,1.69310600
0.25087380,13.68450000,1.71080700
0.25215380,13.68450000,1.71080700
0.25343380,13.68450000,1.69310600
0.25471380,13.23588000,1.69310600
0.25599380,13.68450000,1.69310600
0.25727390,12.33863000,1.65782600
0.25855380,12.33863000,1.69310600
0.25983380,12.33863000,1.69310600
0.26111380,12.33863000,1.69310600
0.26239380,12.33863000,1.71080700
0.26367380,13.68450000,1.72844600
0.26495380,13.68450000,1.72844600
0.26623380,13.68450000,1.72844600
0.26751380,13.68450000,1.72844600
0.26879390,13.68450000,1.71080700
0.27007380,13.68450000,1.71080700
0.27135380,13.23588000,1.71080700
0.27263380,12.78726000,1.71080700
0.27391380,12.33863000,1.69310600
0.27519380,12.33863000,1.69310600
0.27647390,12.33863000,1.69310600
0.27775380,12.33863000,1.69310600
0.27903380,12.33863000,1.69310600
0.28031380,12.33863000,1.71080700
0.28159380,12.33863000,1.71080700
0.28287380,12.33863000,1.71080700
0.28415380,12.33863000,1.69310600
0.28543380,12.33863000,1.71080700
0.28671380,11.89001000,1.71080700
0.28799380,11.89001000,1.71080700
0.28927380,11.89001000,1.69310600
0.29055380,11.89001000,1.69310600
0.29183380,11.89001000,1.69310600
0.29311390,11.89001000,1.69310600
0.29439380,10.99277000,1.69310600
0.29567380,10.54414000,1.69310600
0.29695380,10.99277000,1.69310600
0.29823380,10.54414000,1.69310600
0.29951380,11.44139000,1.71080700
0.30079380,11.89001000,1.72844600
0.30207380,11.89001000,1.72844600
0.30335380,11.89001000,1.72844600
0.30463380,11.89001000,1.71080700
0.30591380,12.33863000,1.71080700
0.30719380,11.89001000,1.71080700
0.30847380,11.44139000,1.69310600
0.30975380,11.44139000,1.69310600
0.31103380,11.44139000,1.69310600
0.31231390,10.99277000,1.69310600
0.31359380,10.54414000,1.69310600
0.31487380,10.99277000,1.69310600
0.31615380,10.54414000,1.71080700
0.31743380,10.99277000,1.71080700
0.31871380,10.54414000,1.71080700
0.31999380,10.99277000,1.69310600
0.32127380,10.54414000,1.71080700
0.32255380,10.54414000,1.71080700
0.32383390,10.54414000,1.69310600
0.32511380,10.54414000,1.69310600
0.32639380,10.54414000,1.71080700
0.32767380,10.54414000,1.71080700
0.32895380,10.54414000,1.71080700
0.33023380,9.64690000,1.67546600
0.33151390,10.09552000,1.69310600
0.33279380,9.64690000,1.69310600
0.33407380,9.64690000,1.69310600
0.33535380,9.64690000,1.69310600
0.33663380,10.54414000,1.72844600
0.33791380,10.54414000,1.72844600
0.33919380,10.54414000,1.72844600
0.34047380,10.54414000,1.72844600
0.34175380,10.99277000,1.71080700
0.34303390,10.54414000,1.71080700
0.34431380,10.54414000,1.71080700
0.34559380,10.09552000,1.69310600
0.34687380,10.09552000,1.69310600
0.34815380,10.09552000,1.69310600
0.34943380,10.09552000,1.69310600
0.35071380,10.09552000,1.69310600
0.35199380,9.64690000,1.69310600
0.35327380,10.09552000,1.71080700
0.35455380,10.09552000,1.71080700
0.35583380,9.64690000,1.71080700
0.35711380,10.09552000,1.69310600
0.35839380,10.09552000,1.69310600
0.35967380,9.64690000,1.69310600
0.36095380,9.64690000,1.69310600
0.36223380,9.64690000,1.71080700
0.36351380,9.64690000,1.69310600
0.36479380,9.64690000,1.71080700
0.36607380,8.30103400,1.69310600
0.36735390,8.74965700,1.69310600
0.36863380,8.74965700,1.69310600
0.36991380,8.74965700,1.69310600
0.37119380,8.74965700,1.69310600
0.37247380,9.19827800,1.72844600
0.37375380,10.09552000,1.72844600
0.37503380,9.64690000,1.72844600
0.37631380,10.09552000,1.72844600
0.37759380,10.09552000,1.72844600
0.37887380,9.64690000,1.71080700
0.38015380,9.64690000,1.71080700
0.38143380,9.64690000,1.69310600
0.38271380,9.19827800,1.69310600
0.38399380,8.74965700,1.69310600
0.38527380,8.74965700,1.69310600
0.38655390,8.74965700,1.69310600
0.38783380,8.74965700,1.69310600
0.38911380,8.74965700,1.69310600
0.39039380,8.74965700,1.69310600
0.39167380,8.74965700,1.71080700
0.39295380,8.74965700,1.69310600
0.39423380,8.74965700,1.71080700
0.39551380,8.74965700,1.71080700
0.39679380,8.74965700,1.69310600
0.39807390,8.74965700,1.69310600
0.39935380,8.74965700,1.69310600
0.40063380,8.74965700,1.69310600
0.40191380,8.74965700,1.71080700
0.40319380,6.95364200,1.67546600
0.40447380,7.85088700,1.69310600
0.40575390,7.85088700,1.69310600
0.40703380,7.85088700,1.69310600
0.40831380,7.85088700,1.71080700
0.40959380,8.74965700,1.72844600
0.41087380,8.74965700,1.71080700
0.41215380,8.74965700,1.72844600
0.41343380,8.74965700,1.72844600
0.41471380,8.74965700,1.71080700
0.41599380,8.74965700,1.71080700
0.41727380,8.74965700,1.71080700
0.41855380,8.30103400,1.69310600
0.41983380,8.30103400,1.69310600
0.42111380,7.85088700,1.69310600
0.42239390,8.30103400,1.69310600
0.42367380,8.30103400,1.69310600
0.42495380,7.85088700,1.69310600
0.42623380,7.85088700,1.69310600
0.42751380,7.85088700,1.69310600
0.42879380,7.85088700,1.69310600
0.43007380,7.85088700,1.71080700
0.43135380,8.30103400,1.71080700
0.43263380,7.85088700,1.69310600
0.43391380,8.30103400,1.69310600
0.43519380,7.85088700,1.69310600
0.43647380,7.85088700,1.69310600
