Zeit,Kanal A,Kanal B
(ms),(mV),(V)

-3.08096600,2.46742200,-1.51963900
-3.07968600,2.46742200,-1.51963900
-3.07840600,2.91604400,-1.51963900
-3.07712600,2.46742200,-1.51963900
-3.07584600,2.46742200,-1.51963900
-3.07456600,2.91604400,-1.51963900
-3.07328600,2.46742200,-1.51963900
-3.07200600,2.46742200,-1.51963900
-3.07072600,2.91604400,-1.51963900
-3.06944600,2.46742200,-1.51963900
-3.06816600,2.46742200,-1.51963900
-3.06688600,2.46742200,-1.51963900
-3.06560600,1.57017700,-1.55497900
-3.06432600,1.57017700,-1.51963900
-3.06304600,1.57017700,-1.53733900
-3.06176600,1.57017700,-1.53733900
-3.06048600,2.46742200,-1.50199900
-3.05920600,2.91604400,-1.48435900
-3.05792600,2.91604400,-1.48435900
-3.05664600,3.36466600,-1.48435900
-3.05536600,2.91604400,-1.48435900
-3.05408600,3.36466600,-1.50199900
-3.05280600,2.91604400,-1.51963900
-3.05152600,2.91604400,-1.51963900
-3.05024600,2.46742200,-1.51963900
-3.04896600,2.46742200,-1.51963900
-3.04768600,2.46742200,-1.51963900
-3.04640600,2.46742200,-1.51963900
-3.04512600,2.46742200,-1.51963900
-3.04384600,2.46742200,-1.51963900
-3.04256600,2.91604400,-1.51963900
-3.04128600,2.46742200,-1.51963900
-3.04000600,2.46742200,-1.51963900
-3.03872600,2.46742200,-1.51963900
-3.03744600,2.46742200,-1.51963900
-3.03616600,2.46742200,-1.51963900
-3.03488600,2.46742200,-1.51963900
-3.03360600,2.46742200,-1.50199900
-3.03232600,2.46742200,-1.51963900
-3.03104600,2.91604400,-1.51963900
-3.02976600,2.46742200,-1.53733900
-3.02848600,1.57017700,-1.53733900
-3.02720600,1.57017700,-1.51963900
-3.02592600,1.57017700,-1.51963900
-3.02464600,2.01879900,-1.51963900
-3.02336600,2.91604400,-1.48435900
-3.02208600,2.91604400,-1.48435900
-3.02080600,3.36466600,-1.48435900
-3.01952600,3.36466600,-1.48435900
-3.01824600,3.36466600,-1.48435900
-3.01696600,3.36466600,-1.48435900
-3.01568600,2.91604400,-1.51963900
-3.01440600,2.91604400,-1.51963900
-3.01312600,2.46742200,-1.51963900
-3.01184600,2.46742200,-1.51963900
-3.01056600,2.46742200,-1.51963900
-3.00928600,2.46742200,-1.51963900
-3.00800600,2.46742200,-1.51963900
-3.00672600,2.46742200,-1.51963900
-3.00544600,2.91604400,-1.51963900
-3.00416600,2.46742200,-1.51963900
-3.00288600,2.91604400,-1.51963900
-3.00160600,2.46742200,-1.51963900
-3.00032600,2.46742200,-1.51963900
-2.99904600,2.46742200,-1.51963900
-2.99776600,2.46742200,-1.51963900
-2.99648600,2.46742200,-1.51963900
-2.99520600,2.46742200,-1.51963900
-2.99392600,2.46742200,-1.51963900
-2.99264600,1.57017700,-1.55497900
-2.99136600,1.57017700,-1.51963900
-2.99008600,1.57017700,-1.53733900
-2.98880600,1.57017700,-1.51963900
-2.98752600,2.46742200,-1.48435900
-2.98624600,2.91604400,-1.48435900
-2.98496600,2.91604400,-1.48435900
-2.98368600,2.91604400,-1.48435900
-2.98240600,3.36466600,-1.48435900
-2.98112600,3.36466600,-1.48435900
-2.97984600,2.91604400,-1.50199900
-2.97856600,2.91604400,-1.51963900
-2.97728600,2.46742200,-1.51963900
-2.97600600,2.46742200,-1.51963900
-2.97472600,2.91604400,-1.51963900
-2.97344600,2.46742200,-1.51963900
-2.97216600,2.46742200,-1.51963900
-2.97088600,2.46742200,-1.51963900
-2.96960600,2.46742200,-1.51963900
-2.96832600,2.46742200,-1.51963900
-2.96704600,2.91604400,-1.51963900
-2.96576600,2.46742200,-1.51963900
-2.96448600,2.91604400,-1.51963900
-2.96320600,2.91604400,-1.51963900
-2.96192600,2.91604400,-1.51963900
-2.96064600,2.46742200,-1.51963900
-2.95936600,2.46742200,-1.51963900
-2.95808600,2.46742200,-1.51963900
-2.95680600,2.46742200,-1.53733900
-2.95552600,1.57017700,-1.53733900
-2.95424600,1.57017700,-1.53733900
-2.95296600,1.57017700,-1.51963900
-2.95168600,2.01879900,-1.51963900
-2.95040600,2.91604400,-1.48435900
-2.94912600,2.91604400,-1.48435900
-2.94784600,2.91604400,-1.48435900
-2.94656600,3.36466600,-1.48435900
-2.94528600,2.91604400,-1.48435900
-2.94400600,2.91604400,-1.48435900
-2.94272600,2.91604400,-1.51963900
-2.94144600,2.91604400,-1.51963900
-2.94016600,2.46742200,-1.51963900
-2.93888600,2.46742200,-1.51963900
-2.93760600,2.46742200,-1.51963900
-2.93632600,2.46742200,-1.51963900
-2.93504600,2.46742200,-1.51963900
-2.93376600,2.91604400,-1.51963900
-2.93248600,2.91604400,-1.51963900
-2.93120600,2.46742200,-1.51963900
-2.92992600,2.46742200,-1.51963900
-2.92864600,2.46742200,-1.51963900
-2.92736600,2.46742200,-1.51963900
-2.92608600,2.46742200,-1.51963900
-2.92480600,2.46742200,-1.51963900
-2.92352600,2.46742200,-1.51963900
-2.92224600,2.46742200,-1.51963900
-2.92096600,2.46742200,-1.51963900
-2.91968600,1.57017700,-1.55497900
-2.91840600,1.57017700,-1.51963900
-2.91712600,1.57017700,-1.51963900
-2.91584600,1.57017700,-1.51963900
-2.91456600,2.46742200,-1.48435900
-2.91328600,2.91604400,-1.48435900
-2.91200600,2.91604400,-1.48435900
-2.91072600,3.36466600,-1.48435900
-2.90944600,3.36466600,-1.48435900
-2.90816600,2.91604400,-1.48435900
-2.90688600,2.91604400,-1.51963900
-2.90560600,2.91604400,-1.51963900
-2.90432600,2.91604400,-1.51963900
-2.90304600,2.46742200,-1.53733900
-2.90176600,2.46742200,-1.51963900
-2.90048600,2.46742200,-1.51963900
-2.89920600,2.46742200,-1.51963900
-2.89792600,2.46742200,-1.51963900
-2.89664600,2.46742200,-1.51963900
-2.89536600,2.91604400,-1.51963900
-2.89408600,2.91604400,-1.51963900
-2.89280600,2.46742200,-1.51963900
-2.89152600,2.91604400,-1.51963900
-2.89024600,2.46742200,-1.50199900
-2.88896600,2.46742200,-1.51963900
-2.88768600,2.46742200,-1.51963900
-2.88640600,2.46742200,-1.51963900
-2.88512600,2.46742200,-1.51963900
-2.88384600,1.57017700,-1.51963900
-2.88256600,1.57017700,-1.53733900
-2.88128600,1.57017700,-1.53733900
-2.88000600,1.57017700,-1.51963900
-2.87872600,2.01879900,-1.51963900
-2.87744600,2.91604400,-1.48435900
-2.87616600,2.91604400,-1.48435900
-2.87488600,2.91604400,-1.48435900
-2.87360600,3.36466600,-1.48435900
-2.87232600,3.36466600,-1.48435900
-2.87104600,3.36466600,-1.50199900
-2.86976600,3.36466600,-1.50199900
-2.86848600,2.91604400,-1.51963900
-2.86720600,2.46742200,-1.51963900
-2.86592600,2.46742200,-1.51963900
-2.86464600,2.46742200,-1.51963900
-2.86336600,2.46742200,-1.51963900
-2.86208600,2.46742200,-1.51963900
-2.86080600,2.91604400,-1.51963900
-2.85952600,2.46742200,-1.51963900
-2.85824600,2.46742200,-1.50199900
-2.85696600,2.91604400,-1.51963900
-2.85568600,2.46742200,-1.51963900
-2.85440600,2.46742200,-1.51963900
-2.85312600,2.91604400,-1.51963900
-2.85184600,2.46742200,-1.51963900
-2.85056600,2.91604400,-1.51963900
-2.84928600,2.46742200,-1.51963900
-2.84800600,2.46742200,-1.51963900
-2.84672600,1.57017700,-1.53733900
-2.84544600,2.01879900,-1.51963900
-2.84416600,1.57017700,-1.51963900
-2.84288600,2.01879900,-1.51963900
-2.84160600,2.01879900,-1.48435900
-2.84032600,2.91604400,-1.48435900
-2.83904600,2.91604400,-1.48435900
-2.83776600,3.36466600,-1.48435900
-2.83648600,3.36466600,-1.48435900
-2.83520600,3.36466600,-1.48435900
-2.83392600,3.36466600,-1.48435900
-2.83264600,2.91604400,-1.51963900
-2.83136600,2.46742200,-1.51963900
-2.83008600,2.46742200,-1.51963900
-2.82880600,2.46742200,-1.53733900
-2.82752600,2.46742200,-1.51963900
-2.82624600,2.46742200,-1.51963900
-2.82496600,2.91604400,-1.51963900
-2.82368600,2.46742200,-1.51963900
-2.82240600,2.91604400,-1.51963900
-2.82112600,2.46742200,-1.51963900
-2.81984600,2.91604400,-1.51963900
-2.81856600,2.46742200,-1.51963900
-2.81728600,2.46742200,-1.51963900
-2.81600600,2.91604400,-1.51963900
-2.81472600,2.46742200,-1.51963900
-2.81344600,2.46742200,-1.51963900
-2.81216600,2.46742200,-1.51963900
-2.81088600,1.12155500,-1.51963900
-2.80960600,1.57017700,-1.53733900
-2.80832600,1.57017700,-1.51963900
-2.80704600,2.01879900,-1.51963900
-2.80576600,1.57017700,-1.51963900
-2.80448600,2.91604400,-1.48435900
-2.80320600,2.91604400,-1.48435900
-2.80192600,2.91604400,-1.48435900
-2.80064600,3.36466600,-1.48435900
-2.79936600,3.36466600,-1.48435900
-2.79808600,3.36466600,-1.48435900
-2.79680600,2.91604400,-1.51963900
-2.79552600,2.91604400,-1.51963900
-2.79424600,2.46742200,-1.51963900
-2.79296600,2.46742200,-1.51963900
-2.79168600,2.46742200,-1.51963900
-2.79040600,2.46742200,-1.51963900
-2.78912600,2.46742200,-1.51963900
-2.78784600,2.91604400,-1.51963900
-2.78656600,2.46742200,-1.51963900
-2.78528600,2.46742200,-1.50199900
-2.78400600,2.46742200,-1.51963900
-2.78272600,2.46742200,-1.51963900
-2.78144600,2.91604400,-1.51963900
-2.78016600,2.91604400,-1.51963900
-2.77888600,2.46742200,-1.51963900
-2.77760600,2.46742200,-1.51963900
-2.77632600,2.46742200,-1.51963900
-2.77504600,2.91604400,-1.51963900
-2.77376600,1.57017700,-1.53733900
-2.77248600,2.01879900,-1.51963900
-2.77120600,1.57017700,-1.51963900
-2.76992600,1.57017700,-1.51963900
-2.76864600,2.01879900,-1.50199900
-2.76736600,2.91604400,-1.48435900
-2.76608600,2.91604400,-1.48435900
-2.76480600,3.36466600,-1.48435900
-2.76352600,3.36466600,-1.48435900
-2.76224600,2.91604400,-1.48435900
-2.76096600,3.36466600,-1.48435900
-2.75968600,2.91604400,-1.51963900
-2.75840600,2.91604400,-1.51963900
-2.75712600,2.46742200,-1.51963900
-2.75584600,2.46742200,-1.51963900
-2.75456600,2.46742200,-1.51963900
-2.75328600,2.91604400,-1.51963900
-2.75200600,2.46742200,-1.51963900
-2.75072600,2.91604400,-1.51963900
-2.74944600,2.46742200,-1.51963900
-2.74816600,2.91604400,-1.51963900
-2.74688600,2.46742200,-1.51963900
-2.74560600,2.46742200,-1.51963900
-2.74432600,2.46742200,-1.51963900
-2.74304600,2.46742200,-1.51963900
-2.74176600,2.91604400,-1.51963900
-2.74048600,2.46742200,-1.51963900
-2.73920600,2.46742200,-1.51963900
-2.73792600,1.57017700,-1.51963900
-2.73664600,1.57017700,-1.53733900
-2.73536600,1.57017700,-1.51963900
-2.73408600,1.57017700,-1.51963900
-2.73280600,1.57017700,-1.51963900
-2.73152600,2.91604400,-1.48435900
-2.73024600,2.91604400,-1.48435900
-2.72896600,2.91604400,-1.48435900
-2.72768600,3.36466600,-1.48435900
-2.72640600,3.36466600,-1.48435900
-2.72512600,2.91604400,-1.48435900
-2.72384600,2.91604400,-1.51963900
-2.72256600,2.91604400,-1.51963900
-2.72128600,2.46742200,-1.51963900
-2.72000600,2.46742200,-1.51963900
-2.71872600,2.46742200,-1.51963900
-2.71744600,2.46742200,-1.51963900
-2.71616600,2.46742200,-1.51963900
-2.71488600,2.46742200,-1.51963900
-2.71360600,2.91604400,-1.50199900
-2.71232600,2.46742200,-1.50199900
-2.71104600,2.91604400,-1.51963900
-2.70976600,2.46742200,-1.51963900
-2.70848600,2.46742200,-1.48435900
-2.70720600,2.46742200,-1.51963900
-2.70592600,2.46742200,-1.51963900
-2.70464600,2.46742200,-1.51963900
-2.70336600,2.91604400,-1.51963900
-2.70208600,2.91604400,-1.50199900
-2.70080600,1.57017700,-1.53733900
-2.69952600,2.01879900,-1.51963900
-2.69824600,1.57017700,-1.51963900
-2.69696600,1.57017700,-1.51963900
-2.69568600,2.01879900,-1.51963900
-2.69440600,2.91604400,-1.48435900
-2.69312600,2.91604400,-1.48435900
-2.69184600,3.36466600,-1.48435900
-2.69056600,3.36466600,-1.48435900
-2.68928600,3.36466600,-1.48435900
-2.68800600,2.91604400,-1.48435900
-2.68672600,2.91604400,-1.51963900
-2.68544600,2.91604400,-1.51963900
-2.68416600,2.91604400,-1.51963900
-2.68288600,2.46742200,-1.51963900
-2.68160600,2.46742200,-1.51963900
-2.68032600,2.46742200,-1.51963900
-2.67904600,2.46742200,-1.51963900
-2.67776600,2.46742200,-1.51963900
-2.67648600,2.46742200,-1.50199900
-2.67520600,2.46742200,-1.51963900
-2.67392600,2.46742200,-1.50199900
-2.67264600,2.46742200,-1.50199900
-2.67136600,2.46742200,-1.51963900
-2.67008600,2.46742200,-1.50199900
-2.66880600,2.46742200,-1.50199900
-2.66752600,2.91604400,-1.50199900
-2.66624600,2.46742200,-1.51963900
-2.66496600,1.57017700,-1.51963900
-2.66368600,1.57017700,-1.53733900
-2.66240600,1.57017700,-1.51963900
-2.66112600,1.57017700,-1.51963900
-2.65984600,1.57017700,-1.51963900
-2.65856600,2.91604400,-1.48435900
-2.65728600,2.91604400,-1.48435900
-2.65600600,2.91604400,-1.48435900
-2.65472600,3.36466600,-1.48435900
-2.65344600,3.36466600,-1.48435900
-2.65216600,3.36466600,-1.48435900
-2.65088600,2.91604400,-1.50199900
-2.64960600,2.91604400,-1.51963900
-2.64832600,2.46742200,-1.51963900
-2.64704600,2.46742200,-1.51963900
-2.64576600,2.46742200,-1.51963900
-2.64448600,2.46742200,-1.51963900
-2.64320600,2.46742200,-1.51963900
-2.64192600,2.46742200,-1.51963900
-2.64064600,2.46742200,-1.50199900
-2.63936600,2.91604400,-1.51963900
-2.63808600,2.46742200,-1.51963900
-2.63680600,2.91604400,-1.51963900
-2.63552600,2.91604400,-1.50199900
-2.63424600,2.46742200,-1.51963900
-2.63296600,2.46742200,-1.50199900
-2.63168600,2.46742200,-1.50199900
-2.63040600,2.46742200,-1.51963900
-2.62912600,2.46742200,-1.51963900
-2.62784600,1.57017700,-1.53733900
-2.62656600,2.01879900,-1.51963900
-2.62528600,1.57017700,-1.51963900
-2.62400600,1.57017700,-1.51963900
-2.62272600,2.46742200,-1.51963900
-2.62144600,2.91604400,-1.48435900
-2.62016600,2.91604400,-1.48435900
-2.61888600,2.91604400,-1.48435900
-2.61760600,3.36466600,-1.48435900
-2.61632600,3.36466600,-1.48435900
-2.61504600,2.91604400,-1.48435900
-2.61376600,2.91604400,-1.51963900
-2.61248600,2.91604400,-1.51963900
-2.61120600,2.46742200,-1.51963900
-2.60992600,2.46742200,-1.51963900
-2.60864600,2.46742200,-1.51963900
-2.60736600,2.46742200,-1.51963900
-2.60608600,2.91604400,-1.51963900
-2.60480600,2.91604400,-1.50199900
-2.60352600,2.91604400,-1.51963900
-2.60224600,2.46742200,-1.51963900
-2.60096600,2.46742200,-1.51963900
-2.59968600,2.91604400,-1.50199900
-2.59840600,2.46742200,-1.51963900
-2.59712600,2.46742200,-1.51963900
-2.59584600,2.46742200,-1.51963900
-2.59456600,2.46742200,-1.50199900
-2.59328600,2.46742200,-1.51963900
-2.59200600,2.46742200,-1.51963900
-2.59072600,1.57017700,-1.55497900
-2.58944600,1.57017700,-1.51963900
-2.58816600,1.57017700,-1.51963900
-2.58688600,1.57017700,-1.51963900
-2.58560600,2.91604400,-1.48435900
-2.58432600,2.91604400,-1.46672000
-2.58304600,2.91604400,-1.48435900
-2.58176600,3.36466600,-1.48435900
-2.58048600,2.91604400,-1.48435900
-2.57920600,3.36466600,-1.48435900
-2.57792600,3.36466600,-1.48435900
-2.57664600,2.91604400,-1.50199900
-2.57536600,2.46742200,-1.51963900
-2.57408600,2.46742200,-1.51963900
-2.57280600,2.46742200,-1.51963900
-2.57152600,2.46742200,-1.51963900
-2.57024600,2.46742200,-1.51963900
-2.56896600,2.91604400,-1.51963900
-2.56768600,2.46742200,-1.51963900
-2.56640600,2.46742200,-1.50199900
-2.56512600,2.91604400,-1.48435900
-2.56384600,2.46742200,-1.50199900
-2.56256600,2.46742200,-1.51963900
-2.56128600,2.91604400,-1.51963900
-2.56000600,2.46742200,-1.51963900
-2.55872600,2.91604400,-1.50199900
-2.55744600,2.46742200,-1.51963900
-2.55616600,2.46742200,-1.50199900
-2.55488600,1.57017700,-1.51963900
-2.55360600,2.01879900,-1.51963900
-2.55232600,1.57017700,-1.51963900
-2.55104600,2.01879900,-1.51963900
-2.54976600,1.57017700,-1.51963900
-2.54848600,2.91604400,-1.48435900
-2.54720600,2.91604400,-1.48435900
-2.54592600,3.36466600,-1.48435900
-2.54464600,3.36466600,-1.48435900
-2.54336600,3.36466600,-1.48435900
-2.54208600,2.91604400,-1.48435900
-2.54080600,3.36466600,-1.51963900
-2.53952600,2.91604400,-1.51963900
-2.53824600,2.46742200,-1.51963900
-2.53696600,2.46742200,-1.51963900
-2.53568600,2.46742200,-1.51963900
-2.53440600,2.46742200,-1.51963900
-2.53312600,2.46742200,-1.51963900
-2.53184600,2.46742200,-1.48435900
-2.53056600,2.91604400,-1.50199900
-2.52928600,2.91604400,-1.50199900
-2.52800600,2.91604400,-1.50199900
-2.52672600,2.46742200,-1.48435900
-2.52544600,2.46742200,-1.51963900
-2.52416600,2.46742200,-1.50199900
-2.52288600,2.46742200,-1.50199900
-2.52160600,2.46742200,-1.50199900
-2.52032600,2.46742200,-1.50199900
-2.51904600,2.91604400,-1.50199900
-2.51776600,1.57017700,-1.53733900
-2.51648600,1.57017700,-1.51963900
-2.51520600,1.57017700,-1.51963900
-2.51392600,1.57017700,-1.51963900
-2.51264600,2.46742200,-1.48435900
-2.51136600,2.91604400,-1.46672000
-2.51008600,2.91604400,-1.48435900
-2.50880600,2.91604400,-1.48435900
-2.50752600,3.36466600,-1.48435900
-2.50624600,3.36466600,-1.48435900
-2.50496600,2.91604400,-1.48435900
-2.50368600,2.91604400,-1.51963900
-2.50240600,2.46742200,-1.51963900
-2.50112600,2.46742200,-1.51963900
-2.49984600,2.46742200,-1.51963900
-2.49856600,2.46742200,-1.51963900
-2.49728600,2.46742200,-1.51963900
-2.49600600,2.46742200,-1.48435900
-2.49472600,2.46742200,-1.51963900
-2.49344600,2.46742200,-1.50199900
-2.49216600,2.91604400,-1.50199900
-2.49088600,2.46742200,-1.48435900
-2.48960600,2.46742200,-1.48435900
-2.48832600,2.46742200,-1.51963900
-2.48704600,2.46742200,-1.51963900
-2.48576600,2.46742200,-1.50199900
-2.48448600,2.91604400,-1.50199900
-2.48320600,2.91604400,-1.50199900
-2.48192600,2.01879900,-1.53733900
-2.48064600,1.57017700,-1.51963900
-2.47936600,1.57017700,-1.51963900
-2.47808600,1.57017700,-1.51963900
-2.47680600,1.57017700,-1.51963900
-2.47552600,2.91604400,-1.46672000
-2.47424600,2.91604400,-1.48435900
-2.47296600,2.91604400,-1.48435900
-2.47168600,3.36466600,-1.48435900
-2.47040600,3.36466600,-1.48435900
-2.46912600,2.91604400,-1.48435900
-2.46784600,2.91604400,-1.51963900
-2.46656600,2.91604400,-1.51963900
-2.46528600,2.46742200,-1.51963900
-2.46400600,2.46742200,-1.51963900
-2.46272600,2.46742200,-1.51963900
-2.46144600,2.46742200,-1.51963900
-2.46016600,2.46742200,-1.50199900
-2.45888600,2.91604400,-1.50199900
-2.45760600,2.46742200,-1.48435900
-2.45632600,2.46742200,-1.50199900
-2.45504600,2.46742200,-1.51963900
-2.45376600,2.46742200,-1.50199900
-2.45248600,2.91604400,-1.50199900
-2.45120600,2.91604400,-1.50199900
-2.44992600,2.46742200,-1.51963900
-2.44864600,2.91604400,-1.50199900
-2.44736600,2.46742200,-1.50199900
-2.44608600,2.46742200,-1.50199900
-2.44480600,1.57017700,-1.53733900
-2.44352600,1.57017700,-1.51963900
-2.44224600,1.57017700,-1.51963900
-2.44096600,1.57017700,-1.51963900
-2.43968600,2.91604400,-1.48435900
-2.43840600,2.91604400,-1.46672000
-2.43712600,2.91604400,-1.48435900
-2.43584600,3.36466600,-1.48435900
-2.43456600,3.36466600,-1.48435900
-2.43328600,3.36466600,-1.48435900
-2.43200600,3.36466600,-1.50199900
-2.43072600,2.91604400,-1.50199900
-2.42944600,2.46742200,-1.51963900
-2.42816600,2.46742200,-1.51963900
-2.42688600,2.46742200,-1.51963900
-2.42560600,2.46742200,-1.51963900
-2.42432600,2.91604400,-1.51963900
-2.42304600,2.46742200,-1.50199900
-2.42176600,2.46742200,-1.48435900
-2.42048600,2.91604400,-1.50199900
-2.41920600,2.46742200,-1.50199900
-2.41792600,2.46742200,-1.50199900
-2.41664600,2.46742200,-1.50199900
-2.41536600,2.46742200,-1.50199900
-2.41408600,2.91604400,-1.50199900
-2.41280600,2.46742200,-1.51963900
-2.41152600,2.46742200,-1.51963900
-2.41024600,2.46742200,-1.50199900
-2.40896600,1.57017700,-1.53733900
-2.40768600,1.57017700,-1.51963900
-2.40640600,1.57017700,-1.51963900
-2.40512600,2.01879900,-1.51963900
-2.40384600,1.57017700,-1.51963900
-2.40256600,2.91604400,-1.46672000
-2.40128600,2.91604400,-1.48435900
-2.40000600,3.36466600,-1.48435900
-2.39872600,3.36466600,-1.48435900
-2.39744600,3.36466600,-1.48435900
-2.39616600,3.36466600,-1.48435900
-2.39488600,2.91604400,-1.48435900
-2.39360600,2.91604400,-1.51963900
-2.39232600,2.46742200,-1.51963900
-2.39104600,2.46742200,-1.51963900
-2.38976600,2.46742200,-1.51963900
-2.38848600,2.46742200,-1.50199900
-2.38720600,2.46742200,-1.50199900
-2.38592600,2.46742200,-1.51963900
-2.38464600,2.91604400,-1.50199900
-2.38336600,2.46742200,-1.50199900
-2.38208600,2.91604400,-1.50199900
-2.38080600,2.46742200,-1.51963900
-2.37952600,2.46742200,-1.50199900
-2.37824600,2.46742200,-1.50199900
-2.37696600,2.46742200,-1.50199900
-2.37568600,2.46742200,-1.51963900
-2.37440600,2.46742200,-1.50199900
-2.37312600,2.46742200,-1.50199900
-2.37184600,1.57017700,-1.53733900
-2.37056600,1.57017700,-1.51963900
-2.36928600,1.57017700,-1.51963900
-2.36800600,1.57017700,-1.51963900
-2.36672600,2.46742200,-1.48435900
-2.36544600,2.91604400,-1.46672000
-2.36416600,2.91604400,-1.48435900
-2.36288600,3.36466600,-1.48435900
-2.36160600,3.36466600,-1.48435900
-2.36032600,3.36466600,-1.48435900
-2.35904600,3.36466600,-1.48435900
-2.35776600,2.91604400,-1.51963900
-2.35648600,2.46742200,-1.51963900
-2.35520600,2.46742200,-1.51963900
-2.35392600,2.46742200,-1.51963900
-2.35264600,2.46742200,-1.51963900
-2.35136600,2.46742200,-1.51963900
-2.35008600,2.46742200,-1.50199900
-2.34880600,2.46742200,-1.50199900
-2.34752600,2.46742200,-1.48435900
-2.34624600,2.46742200,-1.50199900
-2.34496600,2.46742200,-1.50199900
-2.34368600,2.46742200,-1.50199900
-2.34240600,2.46742200,-1.48435900
-2.34112600,2.91604400,-1.48435900
-2.33984600,2.46742200,-1.50199900
-2.33856600,2.46742200,-1.50199900
-2.33728600,2.91604400,-1.51963900
-2.33600600,1.57017700,-1.51963900
-2.33472600,1.57017700,-1.51963900
-2.33344600,1.57017700,-1.51963900
-2.33216600,1.57017700,-1.51963900
-2.33088600,1.57017700,-1.50199900
-2.32960600,2.91604400,-1.46672000
-2.32832600,2.91604400,-1.48435900
-2.32704600,2.91604400,-1.48435900
-2.32576600,3.36466600,-1.48435900
-2.32448600,3.36466600,-1.48435900
-2.32320600,3.36466600,-1.48435900
-2.32192600,3.36466600,-1.48435900
-2.32064600,2.46742200,-1.51963900
-2.31936600,2.46742200,-1.51963900
-2.31808600,2.46742200,-1.51963900
-2.31680600,2.46742200,-1.51963900
-2.31552600,2.46742200,-1.51963900
-2.31424600,2.46742200,-1.50199900
-2.31296600,2.46742200,-1.48435900
-2.31168600,2.91604400,-1.50199900
-2.31040600,2.91604400,-1.48435900
-2.30912600,2.46742200,-1.51963900
-2.30784600,2.91604400,-1.50199900
-2.30656600,2.46742200,-1.51963900
-2.30528600,2.91604400,-1.50199900
-2.30400600,2.46742200,-1.50199900
-2.30272600,2.91604400,-1.51963900
-2.30144600,2.91604400,-1.50199900
-2.30016600,2.46742200,-1.50199900
-2.29888600,1.57017700,-1.53733900
-2.29760600,2.01879900,-1.51963900
-2.29632600,2.01879900,-1.51963900
-2.29504600,1.57017700,-1.51963900
-2.29376600,2.46742200,-1.48435900
-2.29248600,2.91604400,-1.46672000
-2.29120600,2.91604400,-1.48435900
-2.28992600,3.36466600,-1.48435900
-2.28864600,3.36466600,-1.48435900
-2.28736600,2.91604400,-1.48435900
-2.28608600,3.36466600,-1.48435900
-2.28480600,2.91604400,-1.50199900
-2.28352600,2.91604400,-1.51963900
-2.28224600,2.46742200,-1.51963900
-2.28096600,2.46742200,-1.51963900
-2.27968600,2.46742200,-1.51963900
-2.27840600,2.91604400,-1.51963900
-2.27712600,2.46742200,-1.48435900
-2.27584600,2.91604400,-1.48435900
-2.27456600,2.46742200,-1.48435900
-2.27328600,2.46742200,-1.48435900
-2.27200600,2.46742200,-1.48435900
-2.27072600,2.46742200,-1.50199900
-2.26944600,2.91604400,-1.50199900
-2.26816600,2.91604400,-1.48435900
-2.26688600,2.46742200,-1.50199900
-2.26560600,2.46742200,-1.50199900
-2.26432600,2.46742200,-1.48435900
-2.26304600,2.91604400,-1.51963900
-2.26176600,1.57017700,-1.53733900
-2.26048600,1.57017700,-1.51963900
-2.25920600,2.01879900,-1.51963900
-2.25792600,1.57017700,-1.51963900
-2.25664600,2.91604400,-1.46672000
-2.25536600,2.91604400,-1.48435900
-2.25408600,2.91604400,-1.48435900
-2.25280600,2.91604400,-1.48435900
-2.25152600,2.91604400,-1.48435900
-2.25024600,3.36466600,-1.48435900
-2.24896600,3.36466600,-1.48435900
-2.24768600,2.91604400,-1.51963900
-2.24640600,2.46742200,-1.51963900
-2.24512600,2.46742200,-1.51963900
-2.24384600,2.46742200,-1.51963900
-2.24256600,2.46742200,-1.51963900
-2.24128600,2.46742200,-1.51963900
-2.24000600,2.46742200,-1.48435900
-2.23872600,2.46742200,-1.48435900
-2.23744600,2.91604400,-1.50199900
-2.23616600,2.46742200,-1.51963900
-2.23488600,2.46742200,-1.51963900
-2.23360600,2.91604400,-1.50199900
-2.23232600,2.46742200,-1.50199900
-2.23104600,2.46742200,-1.50199900
-2.22976600,2.46742200,-1.48435900
-2.22848600,2.91604400,-1.48435900
-2.22720600,2.91604400,-1.48435900
-2.22592600,1.57017700,-1.53733900
-2.22464600,1.57017700,-1.51963900
-2.22336600,1.57017700,-1.51963900
-2.22208600,2.01879900,-1.51963900
-2.22080600,2.01879900,-1.48435900
-2.21952600,2.91604400,-1.46672000
-2.21824600,2.91604400,-1.48435900
-2.21696600,3.36466600,-1.48435900
-2.21568600,3.36466600,-1.48435900
-2.21440600,2.91604400,-1.48435900
-2.21312600,3.36466600,-1.48435900
-2.21184600,2.91604400,-1.48435900
-2.21056600,2.46742200,-1.51963900
-2.20928600,2.46742200,-1.51963900
-2.20800600,2.46742200,-1.51963900
-2.20672600,2.46742200,-1.51963900
-2.20544600,2.91604400,-1.50199900
-2.20416600,2.46742200,-1.50199900
-2.20288600,2.46742200,-1.50199900
-2.20160600,2.46742200,-1.48435900
-2.20032600,2.91604400,-1.48435900
-2.19904600,2.46742200,-1.48435900
-2.19776600,2.46742200,-1.48435900
-2.19648600,2.46742200,-1.50199900
-2.19520600,2.46742200,-1.48435900
-2.19392600,2.46742200,-1.51963900
-2.19264600,2.46742200,-1.50199900
-2.19136600,2.46742200,-1.48435900
-2.19008600,2.91604400,-1.51963900
-2.18880600,1.57017700,-1.53733900
