Zeit Kanal A Kanal B
(ms) (mV) (V)
-35.45089000 2.46742200 -1.60795900
-35.43041000 1.57017700 -1.62559900
-35.40993000 2.46742200 -1.60795900
-35.38945000 2.01879900 -1.59025800
-35.36897000 2.46742200 -1.60795900
-35.34849000 3.36466600 -1.57261900
-35.32801000 2.46742200 -1.60795900
-35.30753000 2.91604400 -1.59025800
-35.28705000 2.46742200 -1.59025800
-35.26657000 2.46742200 -1.60795900
-35.24609000 1.57017700 -1.60795900
-35.22561000 2.46742200 -1.59025800
-35.20512000 2.91604400 -1.55497900
-35.18465000 2.46742200 -1.59025800
-35.16417000 2.91604400 -1.59025800
-35.14369000 2.46742200 -1.59025800
-35.12321000 2.46742200 -1.60795900
-35.10273000 1.57017700 -1.60795900
-35.08225000 2.46742200 -1.60795900
-35.06177000 1.57017700 -1.60795900
-35.04129000 2.46742200 -1.59025800
-35.02081000 2.91604400 -1.57261900
-35.00033000 2.46742200 -1.59025800
-34.97985000 2.91604400 -1.59025800
-34.95937000 2.46742200 -1.59025800
-34.93889000 2.46742200 -1.60795900
-34.91841000 1.57017700 -1.60795900
-34.89793000 2.46742200 -1.59025800
-34.87745000 2.46742200 -1.55497900
-34.85697000 2.46742200 -1.59025800
-34.83649000 3.36466600 -1.55497900
-34.81601000 2.91604400 -1.59025800
-34.79552000 2.91604400 -1.59025800
-34.77505000 2.46742200 -1.59025800
-34.75457000 2.46742200 -1.59025800
-34.73409000 1.57017700 -1.60795900
-34.71361000 2.46742200 -1.59025800
-34.69313000 2.91604400 -1.55497900
-34.67265000 2.46742200 -1.59025800
-34.65216000 2.91604400 -1.57261900
-34.63169000 2.46742200 -1.59025800
-34.61121000 2.46742200 -1.60795900
-34.59073000 1.57017700 -1.62559900
-34.57025000 2.46742200 -1.59025800
-34.54977000 1.57017700 -1.59025800
-34.52929000 2.46742200 -1.59025800
-34.50881000 2.91604400 -1.55497900
-34.48833000 2.91604400 1.56956700
-34.46785000 3.36466600 1.58720700
-34.44737000 2.46742200 1.60484600
-34.42689000 2.46742200 1.58720700
-34.40641000 1.57017700 1.56956700
-34.38593000 21.76275000 1.58720700
-34.36545000 20.86551000 1.62254700
-34.34497000 19.06949000 1.58720700
-34.32449000 18.62087000 1.62254700
-34.30401000 16.82638000 1.60484600
-34.28353000 15.92914000 1.58720700
-34.26305000 14.13465000 1.58720700
-34.24257000 13.23588000 1.58720700
-34.22209000 11.89001000 1.58720700
-34.20161000 11.44139000 1.60484600
-34.18113000 11.44139000 1.62254700
-34.16065000 10.54414000 1.62254700
-34.14017000 10.09552000 1.62254700
-34.11969000 9.19827800 1.58720700
-34.09921000 8.74965700 1.58720700
-34.07873000 6.95364200 1.56956700
-34.05825000 7.85088700 1.58720700
-34.03777000 6.50502000 1.60484600
-34.01729000 6.95364200 1.62254700
-33.99681000 6.95364200 1.62254700
-33.97633000 6.50502000 1.58720700
-33.95584000 6.50502000 1.62254700
-33.93537000 5.15915400 1.60484600
-33.91489000 5.15915400 1.58720700
-33.89441000 4.26191000 1.58720700
-33.87393000 4.71053200 1.58720700
-33.85345000 5.15915400 1.64018700
-33.83297000 4.71053200 1.60484600
-33.81249000 5.15915400 1.62254700
-33.79201000 4.26191000 1.60484600
-33.77153000 4.26191000 1.58720700
-33.75105000 4.26191000 1.58720700
-33.73057000 3.36466600 1.58720700
-33.71009000 2.91604400 1.58720700
-33.68961000 3.36466600 1.58720700
-33.66913000 3.81328800 1.62254700
-33.64865000 3.36466600 1.60484600
-33.62817000 3.81328800 1.62254700
-33.60769000 3.36466600 1.58720700
-33.58721000 3.36466600 1.58720700
-33.56673000 2.46742200 1.58720700
-33.54625000 2.91604400 1.58720700
-33.52577000 3.36466600 1.62254700
-33.50529000 2.91604400 1.58720700
-33.48481000 3.36466600 1.62254700
-33.46433000 2.91604400 1.58720700
-33.44385000 3.36466600 1.58720700
-33.42337000 2.91604400 1.58720700
-33.40289000 2.91604400 1.58720700
-33.38241000 2.01879900 1.58720700
-33.36193000 2.91604400 1.58720700
-33.34145000 3.36466600 1.62254700
-33.32097000 2.91604400 1.58720700
-33.30049000 3.36466600 1.58720700
-33.28001000 2.91604400 1.58720700
-33.25953000 2.46742200 -1.57261900
-33.23905000 1.57017700 -1.62559900
-33.21857000 2.46742200 -1.60795900
-33.19809000 2.01879900 -1.60795900
-33.17761000 2.46742200 -1.60795900
-33.15713000 3.36466600 -1.57261900
-33.13665000 2.46742200 -1.60795900
-33.11617000 3.36466600 -1.59025800
-33.09569000 2.46742200 -1.60795900
-33.07521000 2.46742200 -1.60795900
-33.05473000 1.57017700 -1.62559900
-33.03424000 2.46742200 -1.60795900
-33.01377000 2.91604400 -1.55497900
-32.99329000 2.46742200 -1.60795900
-32.97281000 3.36466600 -1.59025800
-32.95233000 2.46742200 -1.60795900
-32.93185000 2.91604400 -1.60795900
-32.91137000 2.91604400 -1.59025800
-32.89088000 2.46742200 -1.60795900
-32.87041000 1.57017700 -1.60795900
-32.84993000 2.46742200 -1.59025800
-32.82945000 2.91604400 -1.59025800
-32.80897000 2.46742200 -1.59025800
-32.78849000 3.36466600 -1.59025800
-32.76801000 2.91604400 -1.60795900
-32.74753000 2.46742200 -1.60795900
-32.72705000 1.57017700 -1.62559900
-32.70657000 2.46742200 -1.60795900
-32.68609000 2.01879900 -1.59025800
-32.66561000 2.46742200 -1.59025800
-32.64513000 3.36466600 -1.57261900
-32.62465000 2.91604400 -1.59025800
-32.60417000 2.91604400 -1.59025800
-32.58369000 2.46742200 -1.59025800
-32.56321000 2.46742200 -1.59025800
-32.54273000 1.57017700 -1.60795900
-32.52225000 2.91604400 -1.59025800
-32.50177000 2.91604400 -1.55497900
-32.48129000 2.46742200 -1.59025800
-32.46081000 3.36466600 -1.57261900
-32.44033000 2.46742200 -1.59025800
-32.41985000 2.46742200 -1.60795900
-32.39937000 1.57017700 -1.60795900
-32.37889000 2.46742200 -1.59025800
-32.35841000 1.57017700 -1.60795900
-32.33792000 2.46742200 -1.59025800
-32.31745000 2.91604400 -1.57261900
-32.29697000 2.46742200 -1.59025800
-32.27649000 3.36466600 -1.57261900
-32.25601000 2.91604400 -1.59025800
-32.23553000 2.46742200 -1.60795900
-32.21505000 2.01879900 -1.60795900
-32.19456000 2.46742200 -1.59025800
-32.17409000 2.46742200 -1.55497900
-32.15361000 2.91604400 -1.59025800
-32.13313000 3.36466600 -1.57261900
-32.11265000 2.91604400 -1.59025800
-32.09217000 2.91604400 -1.59025800
-32.07169000 2.46742200 -1.59025800
-32.05121000 2.46742200 -1.59025800
-32.03073000 1.57017700 -1.60795900
-32.01025000 2.91604400 1.58720700
-31.98977000 2.91604400 1.62254700
-31.96929000 2.91604400 1.58720700
-31.94881000 3.36466600 1.62254700
-31.92833000 15.92914000 1.60484600
-31.90785000 15.48051000 1.58720700
-31.88737000 13.68450000 1.56956700
-31.86689000 13.68450000 1.58720700
-31.84641000 11.89001000 1.58720700
-31.82593000 11.89001000 1.60484600
-31.80545000 11.89001000 1.62254700
-31.78497000 10.54414000 1.58720700
-31.76449000 10.54414000 1.62254700
-31.74401000 9.19827800 1.58720700
-31.72353000 8.74965700 1.58720700
-31.70305000 7.40226500 1.58720700
-31.68257000 7.40226500 1.58720700
-31.66209000 7.85088700 1.64018700
-31.64161000 6.95364200 1.60484600
-31.62113000 6.95364200 1.62254700
-31.60065000 6.50502000 1.60484600
-31.58017000 6.50502000 1.58720700
-31.55969000 5.60777600 1.62254700
-31.53921000 5.15915400 1.58720700
-31.51873000 4.71053200 1.58720700
-31.49825000 5.15915400 1.60484600
-31.47777000 5.15915400 1.62254700
-31.45729000 4.71053200 1.58720700
-31.43681000 5.15915400 1.62254700
-31.41633000 4.26191000 1.62254700
-31.39585000 4.26191000 1.58720700
-31.37537000 3.36466600 1.56956700
-31.35489000 3.81328800 1.58720700
-31.33441000 3.36466600 1.60484600
-31.31393000 3.81328800 1.60484600
-31.29345000 4.71053200 1.62254700
-31.27297000 3.36466600 1.60484600
-31.25249000 3.81328800 1.60484600
-31.23201000 3.36466600 1.60484600
-31.21153000 3.36466600 1.58720700
-31.19105000 2.46742200 1.58720700
-31.17057000 3.36466600 1.58720700
-31.15009000 3.36466600 1.64018700
-31.12961000 2.91604400 1.58720700
-31.10913000 3.81328800 1.62254700
-31.08865000 3.36466600 1.58720700
-31.06817000 3.36466600 1.58720700
-31.04769000 3.36466600 1.58720700
-31.02721000 2.91604400 1.58720700
-31.00673000 2.46742200 1.58720700
-30.98625000 2.91604400 1.58720700
-30.96577000 3.36466600 1.62254700
-30.94529000 2.91604400 1.58720700
-30.92481000 3.36466600 1.60484600
-30.90433000 2.91604400 1.58720700
-30.88385000 2.46742200 1.58720700
-30.86337000 2.01879900 1.58720700
-30.84289000 2.91604400 1.58720700
-30.82241000 2.91604400 1.62254700
-30.80193000 2.91604400 1.58720700
-30.78145000 3.36466600 -1.57261900
-30.76097000 2.91604400 -1.60795900
-30.74049000 2.91604400 -1.60795900
-30.72001000 2.91604400 -1.60795900
-30.69953000 2.46742200 -1.60795900
-30.67905000 2.01879900 -1.60795900
-30.65857000 2.46742200 -1.60795900
-30.63809000 2.91604400 -1.57261900
-30.61761000 2.91604400 -1.60795900
-30.59713000 3.36466600 -1.59025800
-30.57665000 2.91604400 -1.60795900
-30.55617000 2.46742200 -1.60795900
-30.53569000 2.01879900 -1.62559900
-30.51521000 2.46742200 -1.60795900
-30.49473000 1.57017700 -1.60795900
-30.47425000 2.91604400 -1.59025800
-30.45377000 3.36466600 -1.57261900
-30.43329000 2.46742200 -1.60795900
-30.41281000 3.36466600 -1.59025800
-30.39233000 2.91604400 -1.59025800
-30.37185000 2.46742200 -1.60795900
-30.35137000 2.01879900 -1.60795900
-30.33089000 2.91604400 -1.59025800
-30.31041000 2.91604400 -1.55497900
-30.28993000 2.91604400 -1.60795900
-30.26945000 3.36466600 -1.57261900
-30.24897000 2.91604400 -1.60795900
-30.22849000 2.91604400 -1.60795900
-30.20801000 2.91604400 -1.59025800
-30.18753000 2.46742200 -1.60795900
-30.16705000 1.57017700 -1.60795900
-30.14657000 2.46742200 -1.59025800
-30.12609000 2.91604400 -1.57261900
-30.10561000 2.46742200 -1.60795900
-30.08513000 3.36466600 -1.59025800
-30.06465000 2.91604400 -1.60795900
-30.04417000 2.46742200 -1.60795900
-30.02369000 1.57017700 -1.62559900
-30.00321000 2.91604400 -1.60795900
-29.98273000 2.01879900 -1.59025800
-29.96225000 2.46742200 -1.59025800
-29.94177000 3.36466600 -1.57261900
-29.92129000 2.91604400 -1.59025800
-29.90081000 3.36466600 -1.59025800
-29.88033000 2.91604400 -1.59025800
-29.85985000 2.91604400 -1.60795900
-29.83937000 1.57017700 -1.60795900
-29.81889000 2.91604400 -1.59025800
-29.79841000 3.36466600 -1.55497900
-29.77793000 2.91604400 -1.59025800
-29.75745000 3.36466600 -1.55497900
-29.73697000 2.46742200 -1.59025800
-29.71649000 2.91604400 -1.60795900
-29.69601000 1.57017700 -1.59025800
-29.67553000 2.91604400 -1.59025800
-29.65505000 2.01879900 -1.59025800
-29.63457000 2.91604400 -1.59025800
-29.61409000 3.36466600 -1.55497900
-29.59361000 2.91604400 -1.59025800
-29.57313000 3.36466600 -1.57261900
-29.55265000 2.91604400 1.58720700
-29.53217000 2.91604400 1.56956700
-29.51169000 2.01879900 1.58720700
-29.49121000 2.91604400 1.58720700
-29.47073000 4.71053200 1.60484600
-29.45025000 5.60777600 1.60484600
-29.42977000 6.05639800 1.62254700
-29.40929000 5.15915400 1.60484600
-29.38881000 5.15915400 1.60484600
-29.36833000 4.71053200 1.60484600
-29.34785000 4.26191000 1.58720700
-29.32737000 3.36466600 1.58720700
-29.30689000 4.26191000 1.60484600
-29.28641000 4.71053200 1.64018700
-29.26593000 3.81328800 1.58720700
-29.24545000 4.26191000 1.62254700
-29.22497000 3.36466600 1.58720700
-29.20449000 3.36466600 1.58720700
-29.18401000 2.91604400 1.56956700
-29.16353000 3.36466600 1.60484600
-29.14305000 2.91604400 1.58720700
-29.12257000 3.36466600 1.60484600
-29.10209000 3.81328800 1.62254700
-29.08161000 3.36466600 1.62254700
-29.06113000 3.81328800 1.62254700
-29.04065000 3.36466600 1.62254700
-29.02017000 2.91604400 1.58720700
-28.99969000 2.46742200 1.58720700
-28.97921000 2.91604400 1.58720700
-28.95873000 3.36466600 1.64018700
-28.93825000 2.91604400 1.58720700
-28.91777000 3.81328800 1.62254700
-28.89729000 2.91604400 1.60484600
-28.87681000 3.36466600 1.58720700
-28.85633000 2.91604400 1.58720700
-28.83585000 2.91604400 1.58720700
-28.81537000 2.46742200 1.58720700
-28.79489000 2.91604400 1.62254700
-28.77441000 3.36466600 1.62254700
-28.75393000 2.91604400 1.60484600
-28.73345000 3.36466600 1.62254700
-28.71297000 2.46742200 1.58720700
-28.69249000 2.91604400 1.58720700
-28.67201000 1.57017700 1.55192700
-28.65153000 2.91604400 1.60484600
-28.63105000 2.46742200 1.58720700
-28.61057000 2.91604400 1.60484600
-28.59009000 3.36466600 1.62254700
-28.56961000 2.91604400 1.58720700
-28.54913000 3.36466600 1.58720700
-28.52865000 2.91604400 1.58720700
-28.50817000 2.91604400 1.58720700
-28.48769000 1.57017700 1.56956700
-28.46721000 2.91604400 1.58720700
-28.44673000 3.36466600 1.62254700
-28.42625000 2.91604400 1.58720700
-28.40577000 3.36466600 1.62254700
-28.38529000 2.91604400 1.58720700
-28.36481000 2.91604400 1.58720700
-28.34433000 3.81328800 1.58720700
-28.32385000 2.46742200 -1.59025800
-28.30337000 2.01879900 -1.60795900
-28.28289000 2.91604400 -1.59025800
-28.26241000 2.91604400 -1.57261900
-28.24193000 2.91604400 -1.59025800
-28.22145000 3.36466600 -1.59025800
-28.20097000 2.46742200 -1.60795900
-28.18049000 2.46742200 -1.60795900
-28.16001000 1.57017700 -1.62559900
-28.13953000 2.91604400 -1.60795900
-28.11905000 2.46742200 -1.59025800
-28.09857000 2.91604400 -1.60795900
-28.07809000 3.36466600 -1.57261900
-28.05761000 2.91604400 -1.60795900
-28.03713000 3.36466600 -1.60795900
-28.01665000 2.91604400 -1.59025800
-27.99617000 2.91604400 -1.60795900
-27.97569000 2.01879900 -1.62559900
-27.95521000 2.91604400 -1.59025800
-27.93473000 3.36466600 -1.57261900
-27.91425000 2.91604400 -1.59025800
-27.89377000 3.36466600 -1.59025800
-27.87329000 2.91604400 -1.59025800
-27.85281000 2.91604400 -1.60795900
-27.83233000 1.57017700 -1.62559900
-27.81185000 2.91604400 -1.59025800
-27.79137000 2.01879900 -1.60795900
-27.77089000 2.91604400 -1.59025800
-27.75041000 3.36466600 -1.57261900
-27.72993000 2.91604400 -1.59025800
-27.70945000 3.36466600 -1.59025800
-27.68897000 2.91604400 -1.59025800
-27.66849000 2.91604400 -1.60795900
-27.64801000 2.01879900 -1.60795900
-27.62753000 2.91604400 -1.59025800
-27.60705000 2.91604400 -1.55497900
-27.58657000 2.91604400 -1.59025800
-27.56609000 3.36466600 -1.57261900
-27.54561000 2.91604400 -1.59025800
-27.52513000 3.36466600 -1.59025800
-27.50465000 2.91604400 -1.59025800
-27.48417000 2.46742200 -1.60795900
-27.46369000 2.01879900 -1.60795900
-27.44321000 2.91604400 -1.59025800
-27.42273000 3.36466600 -1.55497900
-27.40225000 2.91604400 -1.59025800
-27.38177000 3.36466600 -1.57261900
-27.36129000 2.91604400 -1.59025800
-27.34081000 2.91604400 -1.60795900
-27.32033000 1.57017700 -1.62559900
-27.29985000 2.91604400 -1.59025800
-27.27937000 2.46742200 -1.59025800
-27.25889000 2.91604400 -1.59025800
-27.23841000 3.36466600 -1.57261900
-27.21793000 2.91604400 -1.57261900
-27.19745000 3.36466600 -1.59025800
-27.17697000 2.91604400 -1.59025800
-27.15649000 2.91604400 -1.59025800
-27.13601000 1.57017700 -1.60795900
-27.11553000 2.91604400 -1.59025800
-27.09505000 3.36466600 1.56956700
-27.07457000 2.91604400 1.58720700
-27.05409000 3.36466600 1.58720700
-27.03361000 2.91604400 1.58720700
-27.01313000 3.36466600 1.58720700
-26.99265000 10.99277000 1.58720700
-26.97217000 10.54414000 1.58720700
-26.95169000 9.19827800 1.58720700
-26.93121000 9.64690000 1.62254700
-26.91073000 9.19827800 1.62254700
-26.89025000 8.30103400 1.58720700
-26.86977000 8.74965700 1.62254700
-26.84929000 7.40226500 1.62254700
-26.82881000 7.40226500 1.58720700
-26.80833000 6.05639800 1.56956700
-26.78785000 6.50502000 1.60484600
-26.76737000 5.60777600 1.58720700
-26.74689000 6.05639800 1.62254700
-26.72641000 6.50502000 1.62254700
-26.70593000 5.15915400 1.60484600
-26.68545000 5.60777600 1.62254700
-26.66497000 5.15915400 1.62254700
-26.64449000 4.71053200 1.58720700
-26.62401000 3.81328800 1.58720700
-26.60353000 4.71053200 1.58720700
-26.58305000 5.15915400 1.64018700
-26.56257000 4.26191000 1.58720700
-26.54209000 4.71053200 1.62254700
-26.52161000 3.81328800 1.62254700
-26.50113000 3.81328800 1.58720700
-26.48065000 3.36466600 1.58720700
-26.46017000 3.36466600 1.58720700
-26.43969000 2.91604400 1.58720700
-26.41921000 3.36466600 1.62254700
-26.39873000 3.81328800 1.62254700
-26.37825000 3.36466600 1.62254700
-26.35777000 3.81328800 1.62254700
-26.33729000 3.36466600 1.58720700
-26.31681000 3.36466600 1.58720700
-26.29633000 2.91604400 1.58720700
-26.27585000 2.91604400 1.58720700
-26.25537000 3.36466600 1.62254700
-26.23489000 2.91604400 1.58720700
-26.21441000 3.81328800 1.62254700
-26.19393000 2.91604400 1.60484600
-26.17345000 3.36466600 1.58720700
-26.15297000 2.91604400 1.58720700
-26.13249000 2.91604400 1.58720700
-26.11201000 2.46742200 1.58720700
-26.09153000 2.91604400 1.58720700
-26.07105000 3.36466600 1.62254700
-26.05057000 2.91604400 1.58720700
-26.03009000 3.36466600 1.62254700
-26.00961000 2.91604400 1.58720700
-25.98913000 2.91604400 1.58720700
-25.96865000 1.57017700 1.56956700
-25.94817000 2.91604400 1.58720700
-25.92769000 2.46742200 1.58720700
-25.90721000 2.91604400 1.58720700
-25.88673000 3.36466600 1.62254700
-25.86625000 3.36466600 1.58720700
-25.84577000 3.36466600 -1.59025800
-25.82529000 2.91604400 -1.60795900
-25.80481000 2.91604400 -1.60795900
-25.78433000 2.01879900 -1.62559900
-25.76385000 2.91604400 -1.60795900
-25.74337000 3.36466600 -1.55497900
-25.72289000 2.91604400 -1.60795900
-25.70241000 3.36466600 -1.57261900
-25.68193000 2.91604400 -1.59025800
-25.66145000 2.91604400 -1.60795900
-25.64097000 2.91604400 -1.60795900
-25.62049000 2.91604400 -1.60795900
-25.60001000 2.01879900 -1.60795900
-25.57953000 2.91604400 -1.59025800
-25.55905000 3.36466600 -1.59025800
-25.53857000 2.91604400 -1.60795900
-25.51809000 3.36466600 -1.59025800
-25.49761000 2.91604400 -1.59025800
-25.47713000 2.91604400 -1.60795900
-25.45665000 1.57017700 -1.62559900
-25.43617000 2.91604400 -1.60795900
-25.41569000 2.46742200 -1.60795900
-25.39521000 2.91604400 -1.59025800
-25.37473000 3.36466600 -1.57261900
-25.35425000 2.91604400 -1.60795900
-25.33377000 3.36466600 -1.59025800
-25.31329000 2.91604400 -1.59025800
-25.29281000 2.91604400 -1.60795900
-25.27233000 2.01879900 -1.62559900
-25.25185000 2.91604400 -1.59025800
-25.23137000 3.36466600 -1.55497900
-25.21089000 2.91604400 -1.59025800
-25.19041000 3.36466600 -1.57261900
-25.16993000 2.91604400 -1.59025800
-25.14945000 2.91604400 -1.60795900
-25.12897000 3.36466600 -1.60795900
-25.10849000 2.91604400 -1.60795900
-25.08801000 2.01879900 -1.60795900
-25.06753000 2.91604400 -1.59025800
-25.04705000 3.36466600 -1.57261900
-25.02657000 2.91604400 -1.59025800
-25.00609000 3.36466600 -1.57261900
-24.98561000 2.91604400 -1.59025800
-24.96513000 2.91604400 -1.60795900
-24.94465000 2.46742200 -1.60795900
-24.92417000 2.91604400 -1.59025800
-24.90369000 2.91604400 -1.57261900
-24.88321000 2.91604400 -1.59025800
-24.86273000 3.36466600 -1.57261900
-24.84225000 2.91604400 -1.59025800
-24.82177000 3.36466600 -1.59025800
-24.80129000 2.91604400 -1.57261900
-24.78081000 2.91604400 -1.60795900
-24.76033000 2.01879900 -1.60795900
-24.73985000 2.91604400 -1.59025800
-24.71937000 3.36466600 -1.55497900
-24.69889000 2.91604400 -1.59025800
-24.67841000 3.36466600 -1.57261900
-24.65793000 2.91604400 -1.59025800
-24.63745000 2.91604400 -1.60795900
-24.61697000 2.46742200 1.55192700
-24.59649000 2.91604400 1.58720700
-24.57601000 2.46742200 1.58720700
-24.55553000 3.36466600 1.58720700
-24.53505000 20.86551000 1.62254700
-24.51457000 19.51811000 1.58720700
-24.49409000 19.06949000 1.62254700
-24.47361000 17.27500000 1.58720700
-24.45313000 15.92914000 1.58720700
-24.43265000 14.13465000 1.58720700
-24.41217000 14.13465000 1.58720700
-24.39169000 12.78726000 1.62254700
-24.37121000 12.33863000 1.58720700
-24.35073000 12.33863000 1.62254700
-24.33025000 10.99277000 1.60484600
-24.30977000 10.54414000 1.58720700
-24.28929000 9.64690000 1.62254700
-24.26881000 8.74965700 1.58720700
-24.24833000 7.85088700 1.58720700
-24.22785000 8.30103400 1.62254700
-24.20737000 8.30103400 1.62254700
-24.18689000 6.95364200 1.60484600
-24.16641000 7.85088700 1.62254700
-24.14593000 6.95364200 1.58720700
-24.12545000 6.50502000 1.58720700
-24.10497000 5.15915400 1.56956700
-24.08449000 5.60777600 1.58720700
-24.06401000 5.15915400 1.60484600
-24.04353000 5.15915400 1.62254700
-24.02305000 5.60777600 1.62254700
-24.00257000 5.15915400 1.60484600
-23.98209000 5.15915400 1.60484600
-23.96161000 4.71053200 1.58720700
-23.94113000 4.26191000 1.58720700
-23.92065000 3.36466600 1.58720700
-23.90017000 4.26191000 1.58720700
-23.87969000 4.71053200 1.62254700
-23.85921000 3.81328800 1.58720700
-23.83873000 4.71053200 1.62254700
-23.81825000 3.81328800 1.60484600
-23.79777000 3.81328800 1.58720700
-23.77729000 3.36466600 1.58720700
-23.75681000 3.36466600 1.58720700
-23.73633000 2.91604400 1.58720700
-23.71585000 3.36466600 1.58720700
-23.69537000 3.36466600 1.62254700
-23.67489000 3.36466600 1.58720700
-23.65441000 3.81328800 1.62254700
-23.63393000 3.36466600 1.58720700
-23.61345000 3.36466600 1.58720700
-23.59297000 2.46742200 1.56956700
-23.57249000 2.91604400 1.58720700
-23.55201000 2.91604400 1.60484600
-23.53153000 3.36466600 1.58720700
-23.51105000 3.81328800 1.62254700
-23.49057000 2.91604400 1.58720700
-23.47009000 3.36466600 1.58720700
-23.44961000 2.91604400 1.58720700
-23.42913000 2.91604400 1.58720700
-23.40865000 2.46742200 1.58720700
-23.38817000 2.91604400 -1.60795900
-23.36769000 3.36466600 -1.55497900
-23.34721000 2.91604400 -1.59025800
-23.32673000 3.36466600 -1.59025800
-23.30625000 2.91604400 -1.60795900
-23.28577000 2.91604400 -1.60795900
-23.26529000 2.01879900 -1.62559900
-23.24481000 2.91604400 -1.60795900
-23.22433000 2.46742200 -1.60795900
-23.20385000 2.91604400 -1.60795900
-23.18337000 3.36466600 -1.59025800
-23.16289000 2.91604400 -1.60795900
-23.14241000 3.36466600 -1.59025800
-23.12193000 2.91604400 -1.60795900
-23.10145000 2.91604400 -1.60795900
-23.08097000 2.46742200 -1.60795900
-23.06049000 2.91604400 -1.60795900
-23.04001000 2.91604400 -1.57261900
-23.01953000 2.91604400 -1.59025800
-22.99905000 3.36466600 -1.57261900
-22.97857000 2.91604400 -1.59025800
-22.95809000 2.91604400 -1.60795900
-22.93761000 2.46742200 -1.59025800
-22.91713000 2.46742200 -1.60795900
-22.89665000 2.01879900 -1.60795900
-22.87617000 2.91604400 -1.59025800
-22.85569000 3.36466600 -1.57261900
-22.83521000 2.91604400 -1.59025800
-22.81473000 3.36466600 -1.57261900
-22.79425000 2.91604400 -1.59025800
-22.77377000 2.91604400 -1.60795900
-22.75329000 1.57017700 -1.64323900
-22.73281000 2.46742200 -1.60795900
-22.71233000 2.01879900 -1.59025800
-22.69185000 2.91604400 -1.60795900
-22.67137000 3.36466600 -1.57261900
-22.65089000 2.91604400 -1.59025800
-22.63041000 3.36466600 -1.59025800
-22.60993000 2.91604400 -1.59025800
-22.58945000 2.91604400 -1.60795900
-22.56897000 2.01879900 -1.60795900
-22.54849000 2.91604400 -1.59025800
-22.52801000 3.36466600 -1.55497900
-22.50753000 2.91604400 -1.59025800
-22.48705000 3.36466600 -1.57261900
-22.46657000 2.91604400 -1.59025800
-22.44609000 2.91604400 -1.60795900
-22.42561000 2.91604400 -1.59025800
-22.40513000 2.91604400 -1.59025800
-22.38465000 2.01879900 -1.60795900
-22.36417000 2.91604400 -1.59025800
-22.34369000 3.36466600 -1.57261900
-22.32321000 2.91604400 -1.59025800
-22.30273000 3.36466600 -1.57261900
-22.28225000 2.91604400 -1.59025800
-22.26177000 2.91604400 -1.60795900
-22.24129000 1.57017700 -1.60795900
-22.22081000 2.91604400 -1.59025800
-22.20033000 2.46742200 -1.57261900
-22.17985000 2.91604400 -1.59025800
-22.15937000 3.36466600 1.58720700
-22.13889000 2.91604400 1.58720700
-22.11841000 3.36466600 1.58720700
-22.09793000 2.91604400 1.58720700
-22.07745000 2.91604400 1.58720700
-22.05697000 14.13465000 1.56956700
-22.03649000 14.13465000 1.58720700
-22.01601000 13.68450000 1.64018700
-21.99553000 12.33863000 1.58720700
-21.97505000 12.33863000 1.62254700
-21.95457000 10.99277000 1.58720700
-21.93409000 10.54414000 1.58720700
-21.91361000 8.74965700 1.58720700
-21.89313000 8.74965700 1.58720700
-21.87265000 7.85088700 1.58720700
-21.85217000 8.30103400 1.60484600
-21.83169000 7.85088700 1.62254700
-21.81121000 7.40226500 1.60484600
-21.79073000 7.40226500 1.62254700
-21.77025000 6.50502000 1.60484600
-21.74977000 6.50502000 1.58720700
-21.72929000 5.15915400 1.58720700
-21.70881000 5.15915400 1.60484600
-21.68833000 5.60777600 1.62254700
-21.66785000 5.15915400 1.58720700
-21.64737000 5.60777600 1.62254700
-21.62689000 4.71053200 1.60484600
-21.60641000 4.71053200 1.60484600
-21.58593000 4.26191000 1.60484600
-21.56545000 4.26191000 1.58720700
-21.54497000 3.36466600 1.58720700
-21.52449000 4.26191000 1.62254700
-21.50401000 4.26191000 1.62254700
-21.48353000 3.81328800 1.58720700
-21.46305000 4.26191000 1.62254700
-21.44257000 3.36466600 1.58720700
-21.42209000 3.36466600 1.58720700
-21.40161000 2.46742200 1.56956700
-21.38113000 3.36466600 1.58720700
-21.36065000 2.91604400 1.58720700
-21.34017000 3.36466600 1.58720700
-21.31969000 3.36466600 1.62254700
-21.29921000 3.36466600 1.60484600
-21.27873000 3.36466600 1.62254700
-21.25825000 3.36466600 1.58720700
-21.23777000 2.91604400 1.58720700
-21.21729000 2.46742200 1.58720700
-21.19681000 2.91604400 1.58720700
-21.17633000 3.36466600 1.64018700
-21.15585000 3.36466600 1.58720700
-21.13537000 3.36466600 1.62254700
-21.11489000 2.91604400 1.58720700
-21.09441000 3.36466600 1.58720700
-21.07393000 2.91604400 1.58720700
-21.05345000 2.46742200 1.58720700
-21.03297000 2.01879900 1.58720700
-21.01249000 2.91604400 1.58720700
-20.99201000 3.36466600 1.62254700
-20.97153000 2.91604400 1.58720700
-20.95105000 3.36466600 1.62254700
-20.93057000 2.91604400 -1.53733900
-20.91009000 2.46742200 -1.60795900
-20.88961000 1.57017700 -1.62559900
-20.86913000 2.91604400 -1.60795900
-20.84865000 2.46742200 -1.59025800
-20.82817000 2.91604400 -1.60795900
-20.80769000 3.36466600 -1.59025800
