Zeit Kanal A Kanal B
(ms) (mV) (V)
-20.78721000 2.91604400 -1.60795900
-20.76673000 2.91604400 -1.60795900
-20.74625000 2.91604400 -1.60795900
-20.72577000 2.46742200 -1.60795900
-20.70529000 1.57017700 -1.60795900
-20.68481000 2.91604400 -1.60795900
-20.66433000 3.36466600 -1.57261900
-20.64385000 2.46742200 -1.60795900
-20.62337000 3.36466600 -1.59025800
-20.60289000 2.91604400 -1.60795900
-20.58241000 2.46742200 -1.60795900
-20.56193000 2.01879900 -1.60795900
-20.54145000 2.46742200 -1.60795900
-20.52097000 2.01879900 -1.60795900
-20.50049000 2.91604400 -1.60795900
-20.48001000 2.91604400 -1.59025800
-20.45953000 2.91604400 -1.60795900
-20.43905000 3.36466600 -1.59025800
-20.41857000 2.46742200 -1.59025800
-20.39809000 2.46742200 -1.60795900
-20.37761000 2.01879900 -1.60795900
-20.35713000 2.46742200 -1.59025800
-20.33665000 2.46742200 -1.57261900
-20.31617000 2.91604400 -1.60795900
-20.29569000 3.36466600 -1.57261900
-20.27521000 2.46742200 -1.59025800
-20.25473000 2.91604400 -1.60795900
-20.23425000 2.46742200 -1.59025800
-20.21377000 2.46742200 -1.60795900
-20.19329000 1.57017700 -1.60795900
-20.17281000 2.46742200 -1.60795900
-20.15233000 2.91604400 -1.55497900
-20.13185000 2.91604400 -1.59025800
-20.11137000 3.36466600 -1.57261900
-20.09089000 2.46742200 -1.59025800
-20.07041000 2.91604400 -1.60795900
-20.04993000 1.57017700 -1.62559900
-20.02945000 2.46742200 -1.59025800
-20.00897000 1.57017700 -1.59025800
-19.98849000 2.46742200 -1.59025800
-19.96801000 2.91604400 -1.55497900
-19.94753000 2.91604400 -1.59025800
-19.92705000 3.36466600 -1.59025800
-19.90657000 2.46742200 -1.59025800
-19.88609000 2.46742200 -1.60795900
-19.86561000 1.57017700 -1.60795900
-19.84513000 2.91604400 -1.59025800
-19.82465000 2.91604400 -1.55497900
-19.80417000 2.91604400 -1.59025800
-19.78369000 2.91604400 -1.57261900
-19.76321000 2.91604400 -1.59025800
-19.74273000 2.91604400 -1.59025800
-19.72225000 2.46742200 -1.59025800
-19.70177000 2.46742200 -1.59025800
-19.68129000 1.57017700 1.58720700
-19.66081000 2.91604400 1.58720700
-19.64033000 3.36466600 1.62254700
-19.61985000 2.46742200 1.58720700
-19.59937000 15.92914000 1.60484600
-19.57889000 14.13465000 1.58720700
-19.55841000 13.68450000 1.58720700
-19.53793000 11.89001000 1.56956700
-19.51745000 11.44139000 1.58720700
-19.49697000 10.54414000 1.58720700
-19.47649000 10.54414000 1.58720700
-19.45601000 10.54414000 1.62254700
-19.43553000 9.19827800 1.60484600
-19.41505000 9.19827800 1.60484600
-19.39457000 8.30103400 1.58720700
-19.37409000 7.85088700 1.58720700
-19.35361000 6.50502000 1.58720700
-19.33313000 6.95364200 1.58720700
-19.31265000 6.95364200 1.64018700
-19.29217000 6.50502000 1.62254700
-19.27169000 6.95364200 1.62254700
-19.25121000 5.60777600 1.60484600
-19.23073000 5.15915400 1.58720700
-19.21025000 4.26191000 1.58720700
-19.18977000 5.15915400 1.58720700
-19.16929000 4.26191000 1.58720700
-19.14881000 4.71053200 1.60484600
-19.12833000 5.15915400 1.62254700
-19.10785000 4.26191000 1.58720700
-19.08737000 4.71053200 1.62254700
-19.06689000 4.26191000 1.58720700
-19.04641000 3.36466600 1.58720700
-19.02593000 3.36466600 1.58720700
-19.00545000 3.36466600 1.58720700
-18.98497000 3.36466600 1.62254700
-18.96449000 3.36466600 1.58720700
-18.94401000 4.26191000 1.62254700
-18.92353000 3.36466600 1.58720700
-18.90305000 3.36466600 1.60484600
-18.88257000 3.36466600 1.60484600
-18.86209000 3.36466600 1.58720700
-18.84161000 2.46742200 1.58720700
-18.82113000 3.36466600 1.58720700
-18.80065000 3.36466600 1.62254700
-18.78017000 3.36466600 1.58720700
-18.75969000 3.36466600 1.62254700
-18.73921000 3.36466600 1.58720700
-18.71873000 2.91604400 1.58720700
-18.69825000 2.01879900 1.56956700
-18.67777000 2.91604400 1.58720700
-18.65729000 2.46742200 1.56956700
-18.63681000 2.91604400 1.58720700
-18.61633000 3.36466600 1.62254700
-18.59585000 2.91604400 1.58720700
-18.57537000 3.36466600 1.60484600
-18.55489000 2.91604400 1.58720700
-18.53441000 2.91604400 1.58720700
-18.51393000 1.57017700 1.58720700
-18.49345000 2.46742200 1.58720700
-18.47297000 2.91604400 1.62254700
-18.45249000 2.91604400 -1.59025800
-18.43201000 3.36466600 -1.57261900
-18.41153000 2.46742200 -1.59025800
-18.39105000 2.91604400 -1.60795900
-18.37057000 2.91604400 -1.60795900
-18.35009000 2.46742200 -1.60795900
-18.32961000 1.57017700 -1.60795900
-18.30913000 2.46742200 -1.60795900
-18.28865000 2.91604400 -1.59025800
-18.26817000 2.46742200 -1.60795900
-18.24769000 3.36466600 -1.59025800
-18.22721000 2.46742200 -1.60795900
-18.20673000 2.46742200 -1.60795900
-18.18625000 1.57017700 -1.62559900
-18.16577000 2.46742200 -1.60795900
-18.14529000 1.57017700 -1.60795900
-18.12481000 2.91604400 -1.60795900
-18.10433000 3.36466600 -1.57261900
-18.08385000 2.46742200 -1.59025800
-18.06337000 3.36466600 -1.59025800
-18.04289000 2.91604400 -1.59025800
-18.02241000 2.46742200 -1.60795900
-18.00193000 1.57017700 -1.60795900
-17.98145000 2.46742200 -1.60795900
-17.96097000 3.36466600 -1.55497900
-17.94049000 2.46742200 -1.60795900
-17.92001000 3.36466600 -1.59025800
-17.89953000 2.91604400 -1.59025800
-17.87905000 2.46742200 -1.60795900
-17.85857000 3.36466600 -1.60795900
-17.83809000 2.46742200 -1.60795900
-17.81761000 1.57017700 -1.60795900
-17.79713000 2.46742200 -1.59025800
-17.77665000 2.91604400 -1.57261900
-17.75617000 2.46742200 -1.59025800
-17.73569000 3.36466600 -1.57261900
-17.71521000 2.91604400 -1.59025800
-17.69473000 2.46742200 -1.60795900
-17.67425000 1.57017700 -1.62559900
-17.65377000 2.46742200 -1.59025800
-17.63329000 2.46742200 -1.59025800
-17.61281000 2.91604400 -1.59025800
-17.59233000 3.36466600 -1.57261900
-17.57185000 2.46742200 -1.59025800
-17.55137000 2.91604400 -1.59025800
-17.53089000 2.46742200 -1.60795900
-17.51041000 2.46742200 -1.60795900
-17.48993000 2.01879900 -1.60795900
-17.46945000 2.91604400 -1.59025800
-17.44897000 2.91604400 -1.55497900
-17.42849000 2.91604400 -1.59025800
-17.40801000 2.91604400 -1.57261900
-17.38753000 2.46742200 -1.59025800
-17.36705000 2.46742200 -1.60795900
-17.34657000 1.57017700 -1.62559900
-17.32609000 2.46742200 -1.59025800
-17.30561000 1.57017700 -1.59025800
-17.28513000 2.91604400 -1.59025800
-17.26465000 2.91604400 -1.55497900
-17.24417000 2.46742200 -1.59025800
-17.22369000 3.36466600 1.58720700
-17.20321000 2.46742200 1.58720700
-17.18273000 2.91604400 1.58720700
-17.16225000 2.01879900 1.56956700
-17.14177000 17.72363000 1.58720700
-17.12129000 17.27500000 1.62254700
-17.10081000 15.92914000 1.58720700
-17.08033000 15.92914000 1.62254700
-17.05985000 14.13465000 1.58720700
-17.03937000 13.68450000 1.58720700
-17.01889000 12.33863000 1.58720700
-16.99841000 11.44139000 1.58720700
-16.97793000 10.09552000 1.58720700
-16.95745000 10.54414000 1.60484600
-16.93697000 10.09552000 1.64018700
-16.91649000 9.19827800 1.62254700
-16.89601000 9.19827800 1.62254700
-16.87553000 8.30103400 1.58720700
-16.85505000 7.85088700 1.58720700
-16.83457000 6.50502000 1.56956700
-16.81409000 6.95364200 1.58720700
-16.79361000 5.60777600 1.58720700
-16.77313000 6.05639800 1.58720700
-16.75265000 6.50502000 1.62254700
-16.73217000 5.60777600 1.60484600
-16.71169000 6.05639800 1.62254700
-16.69121000 5.15915400 1.60484600
-16.67073000 4.71053200 1.58720700
-16.65025000 3.81328800 1.58720700
-16.62977000 4.71053200 1.60484600
-16.60929000 4.71053200 1.62254700
-16.58881000 4.26191000 1.60484600
-16.56833000 4.71053200 1.62254700
-16.54785000 4.26191000 1.58720700
-16.52737000 3.81328800 1.58720700
-16.50689000 3.81328800 1.60484600
-16.48641000 3.36466600 1.58720700
-16.46593000 2.91604400 1.58720700
-16.44545000 3.36466600 1.62254700
-16.42497000 3.36466600 1.62254700
-16.40449000 3.36466600 1.62254700
-16.38401000 3.81328800 1.62254700
-16.36353000 3.36466600 1.58720700
-16.34305000 2.91604400 1.58720700
-16.32257000 2.46742200 1.56956700
-16.30209000 3.36466600 1.58720700
-16.28161000 2.91604400 1.60484600
-16.26113000 2.91604400 1.58720700
-16.24065000 3.36466600 1.62254700
-16.22017000 2.91604400 1.58720700
-16.19969000 3.36466600 1.60484600
-16.17921000 2.91604400 1.58720700
-16.15873000 2.46742200 1.58720700
-16.13825000 2.01879900 1.58720700
-16.11777000 2.91604400 1.58720700
-16.09729000 3.36466600 1.62254700
-16.07681000 2.91604400 1.58720700
-16.05633000 3.36466600 1.62254700
-16.03585000 2.91604400 1.58720700
-16.01537000 2.91604400 1.58720700
-15.99489000 2.46742200 -1.62559900
-15.97441000 2.46742200 -1.60795900
-15.95393000 1.57017700 -1.60795900
-15.93345000 2.46742200 -1.60795900
-15.91297000 2.91604400 -1.57261900
-15.89249000 2.46742200 -1.60795900
-15.87201000 2.91604400 -1.59025800
-15.85153000 2.46742200 -1.60795900
-15.83105000 2.46742200 -1.60795900
-15.81057000 1.57017700 -1.60795900
-15.79009000 2.46742200 -1.60795900
-15.76961000 2.91604400 -1.57261900
-15.74913000 2.46742200 -1.60795900
-15.72865000 3.36466600 -1.57261900
-15.70817000 2.46742200 -1.60795900
-15.68769000 2.91604400 -1.60795900
-15.66721000 2.46742200 -1.59025800
-15.64673000 2.46742200 -1.60795900
-15.62625000 1.57017700 -1.60795900
-15.60577000 2.46742200 -1.60795900
-15.58529000 2.91604400 -1.57261900
-15.56481000 2.46742200 -1.60795900
-15.54433000 2.91604400 -1.59025800
-15.52385000 2.46742200 -1.59025800
-15.50337000 2.46742200 -1.60795900
-15.48289000 1.57017700 -1.62559900
-15.46241000 2.46742200 -1.60795900
-15.44193000 1.57017700 -1.60795900
-15.42145000 2.46742200 -1.59025800
-15.40097000 2.91604400 -1.57261900
-15.38049000 2.46742200 -1.59025800
-15.36001000 2.91604400 -1.59025800
-15.33953000 2.46742200 -1.59025800
-15.31905000 2.46742200 -1.60795900
-15.29857000 1.57017700 -1.60795900
-15.27809000 2.46742200 -1.59025800
-15.25761000 2.91604400 -1.55497900
-15.23713000 2.46742200 -1.59025800
-15.21665000 2.91604400 -1.57261900
-15.19617000 2.46742200 -1.59025800
-15.17569000 2.91604400 -1.60795900
-15.15521000 2.46742200 -1.59025800
-15.13473000 2.46742200 -1.60795900
-15.11425000 1.57017700 -1.60795900
-15.09377000 2.46742200 -1.59025800
-15.07329000 2.91604400 -1.57261900
-15.05281000 2.46742200 -1.59025800
-15.03233000 2.91604400 -1.59025800
-15.01185000 2.46742200 -1.59025800
-14.99137000 2.46742200 -1.60795900
-14.97089000 1.57017700 -1.60795900
-14.95041000 2.46742200 -1.59025800
-14.92993000 2.46742200 -1.57261900
-14.90945000 2.46742200 -1.59025800
-14.88897000 3.36466600 -1.55497900
-14.86849000 2.46742200 -1.59025800
-14.84801000 2.91604400 -1.59025800
-14.82753000 2.91604400 -1.59025800
-14.80705000 2.46742200 -1.59025800
-14.78657000 1.57017700 -1.60795900
-14.76609000 2.46742200 1.58720700
-14.74561000 2.91604400 1.62254700
-14.72513000 2.46742200 1.58720700
-14.70465000 3.36466600 1.62254700
-14.68417000 15.92914000 1.58720700
-14.66369000 17.27500000 1.58720700
-14.64321000 15.92914000 1.58720700
-14.62273000 15.03189000 1.58720700
-14.60225000 13.23588000 1.58720700
-14.58177000 13.23588000 1.62254700
-14.56129000 12.78726000 1.62254700
-14.54081000 11.44139000 1.60484600
-14.52033000 11.44139000 1.62254700
-14.49985000 10.09552000 1.62254700
-14.47937000 9.64690000 1.58720700
-14.45889000 8.30103400 1.58720700
-14.43841000 8.30103400 1.58720700
-14.41793000 7.85088700 1.62254700
-14.39745000 7.40226500 1.60484600
-14.37697000 7.85088700 1.62254700
-14.35649000 6.95364200 1.58720700
-14.33601000 6.95364200 1.60484600
-14.31553000 6.05639800 1.58720700
-14.29505000 5.60777600 1.58720700
-14.27457000 4.71053200 1.58720700
-14.25409000 5.15915400 1.58720700
-14.23361000 5.15915400 1.62254700
-14.21313000 4.71053200 1.62254700
-14.19265000 5.15915400 1.62254700
-14.17217000 4.26191000 1.58720700
-14.15169000 4.26191000 1.58720700
-14.13121000 2.91604400 1.55192700
-14.11073000 3.81328800 1.58720700
-14.09025000 3.36466600 1.58720700
-14.06977000 3.36466600 1.58720700
-14.04929000 4.26191000 1.62254700
-14.02881000 3.36466600 1.60484600
-14.00833000 4.26191000 1.62254700
-13.98785000 3.36466600 1.58720700
-13.96737000 3.36466600 1.58720700
-13.94689000 2.46742200 1.58720700
-13.92641000 3.36466600 1.58720700
-13.90593000 3.36466600 1.64018700
-13.88545000 3.36466600 1.58720700
-13.86497000 3.36466600 1.62254700
-13.84449000 2.91604400 1.58720700
-13.82401000 3.36466600 1.58720700
-13.80353000 2.91604400 1.60484600
-13.78305000 2.91604400 1.58720700
-13.76257000 2.01879900 1.58720700
-13.74209000 2.91604400 1.58720700
-13.72161000 3.36466600 1.62254700
-13.70113000 2.91604400 1.58720700
-13.68065000 3.36466600 1.62254700
-13.66017000 2.91604400 1.58720700
-13.63969000 2.91604400 1.58720700
-13.61921000 1.57017700 1.56956700
-13.59873000 2.91604400 1.58720700
-13.57825000 2.46742200 1.60484600
-13.55777000 2.91604400 1.58720700
-13.53729000 3.36466600 -1.55497900
-13.51681000 2.91604400 -1.60795900
-13.49633000 2.91604400 -1.60795900
-13.47585000 2.46742200 -1.60795900
-13.45537000 2.46742200 -1.60795900
-13.43489000 1.57017700 -1.62559900
-13.41441000 2.91604400 -1.60795900
-13.39393000 2.91604400 -1.57261900
-13.37345000 2.46742200 -1.60795900
-13.35297000 2.91604400 -1.59025800
-13.33249000 2.46742200 -1.60795900
-13.31201000 2.46742200 -1.60795900
-13.29153000 2.46742200 -1.62559900
-13.27105000 2.46742200 -1.60795900
-13.25057000 2.01879900 -1.60795900
-13.23009000 2.46742200 -1.60795900
-13.20961000 3.36466600 -1.57261900
-13.18913000 2.46742200 -1.60795900
-13.16865000 3.36466600 -1.59025800
-13.14817000 2.46742200 -1.60795900
-13.12769000 2.46742200 -1.60795900
-13.10721000 2.01879900 -1.60795900
-13.08673000 2.46742200 -1.60795900
-13.06625000 2.91604400 -1.57261900
-13.04577000 2.46742200 -1.60795900
-13.02529000 2.91604400 -1.57261900
-13.00481000 2.46742200 -1.60795900
-12.98433000 2.91604400 -1.60795900
-12.96385000 2.46742200 -1.60795900
-12.94337000 2.91604400 -1.60795900
-12.92289000 1.57017700 -1.60795900
-12.90241000 2.91604400 -1.59025800
-12.88193000 2.91604400 -1.57261900
-12.86145000 2.46742200 -1.59025800
-12.84097000 3.36466600 -1.59025800
-12.82049000 2.46742200 -1.59025800
-12.80001000 2.46742200 -1.60795900
-12.77953000 1.57017700 -1.62559900
-12.75905000 2.46742200 -1.59025800
-12.73857000 1.57017700 -1.60795900
-12.71809000 2.46742200 -1.59025800
-12.69761000 2.91604400 -1.57261900
-12.67713000 2.46742200 -1.59025800
-12.65665000 2.91604400 -1.59025800
-12.63617000 2.46742200 -1.59025800
-12.61569000 2.46742200 -1.60795900
-12.59521000 1.57017700 -1.60795900
-12.57473000 2.46742200 -1.59025800
-12.55425000 2.91604400 -1.55497900
-12.53377000 2.46742200 -1.59025800
-12.51329000 3.36466600 -1.55497900
-12.49281000 2.91604400 -1.59025800
-12.47233000 2.91604400 -1.60795900
-12.45185000 2.46742200 -1.59025800
-12.43137000 2.46742200 -1.59025800
-12.41089000 1.57017700 -1.59025800
-12.39041000 2.91604400 -1.59025800
-12.36993000 2.91604400 -1.55497900
-12.34945000 2.91604400 -1.59025800
-12.32897000 3.36466600 -1.57261900
-12.30849000 2.91604400 1.51658700
-12.28801000 2.46742200 1.56956700
-12.26753000 1.57017700 1.56956700
-12.24705000 2.46742200 1.58720700
-12.22657000 2.01879900 1.58720700
-12.20609000 8.74965700 1.58720700
-12.18561000 8.74965700 1.62254700
-12.16513000 8.30103400 1.60484600
-12.14465000 8.30103400 1.60484600
-12.12417000 6.95364200 1.58720700
-12.10369000 6.50502000 1.58720700
-12.08321000 6.05639800 1.58720700
-12.06273000 6.05639800 1.58720700
-12.04225000 6.50502000 1.64018700
-12.02177000 5.60777600 1.62254700
-12.00129000 6.05639800 1.62254700
-11.98081000 5.15915400 1.62254700
-11.96033000 5.15915400 1.58720700
-11.93985000 3.81328800 1.58720700
-11.91937000 4.26191000 1.58720700
-11.89889000 3.36466600 1.58720700
-11.87841000 4.26191000 1.62254700
-11.85793000 4.71053200 1.62254700
-11.83745000 3.81328800 1.60484600
-11.81697000 4.26191000 1.62254700
-11.79649000 3.81328800 1.62254700
-11.77601000 3.36466600 1.58720700
-11.75553000 3.36466600 1.58720700
-11.73505000 3.36466600 1.58720700
-11.71457000 3.36466600 1.62254700
-11.69409000 3.36466600 1.60484600
-11.67361000 3.81328800 1.62254700
-11.65313000 3.36466600 1.62254700
-11.63265000 3.36466600 1.58720700
-11.61217000 3.36466600 1.60484600
-11.59169000 2.91604400 1.58720700
-11.57121000 2.46742200 1.58720700
-11.55073000 3.36466600 1.60484600
-11.53025000 3.36466600 1.62254700
-11.50977000 2.91604400 1.60484600
-11.48929000 3.36466600 1.62254700
-11.46881000 2.91604400 1.60484600
-11.44833000 2.91604400 1.58720700
-11.42785000 1.57017700 1.56956700
-11.40737000 2.91604400 1.58720700
-11.38689000 2.01879900 1.58720700
-11.36641000 2.91604400 1.62254700
-11.34593000 3.36466600 1.62254700
-11.32545000 2.91604400 1.58720700
-11.30497000 3.36466600 1.58720700
-11.28449000 2.91604400 1.58720700
-11.26401000 2.91604400 1.58720700
-11.24353000 2.01879900 1.58720700
-11.22305000 2.91604400 1.58720700
-11.20257000 3.36466600 1.62254700
-11.18209000 2.46742200 1.58720700
-11.16161000 3.36466600 1.62254700
-11.14113000 2.91604400 1.58720700
-11.12065000 2.91604400 1.58720700
-11.10017000 2.91604400 1.58720700
-11.07969000 2.91604400 1.58720700
-11.05921000 1.57017700 -1.60795900
-11.03873000 2.91604400 -1.60795900
-11.01825000 2.91604400 -1.57261900
-10.99777000 2.46742200 -1.60795900
-10.97729000 3.36466600 -1.59025800
-10.95681000 2.46742200 -1.60795900
-10.93633000 2.91604400 -1.62559900
-10.91585000 1.57017700 -1.62559900
-10.89537000 2.46742200 -1.60795900
-10.87489000 2.01879900 -1.59025800
-10.85441000 2.91604400 -1.59025800
-10.83393000 3.36466600 -1.57261900
-10.81345000 2.91604400 -1.60795900
-10.79297000 2.91604400 -1.59025800
-10.77249000 2.91604400 -1.60795900
-10.75201000 2.46742200 -1.60795900
-10.73153000 1.57017700 -1.62559900
-10.71105000 2.46742200 -1.59025800
-10.69057000 3.36466600 -1.55497900
-10.67009000 2.91604400 -1.60795900
-10.64961000 3.36466600 -1.59025800
-10.62913000 2.91604400 -1.60795900
-10.60865000 2.91604400 -1.60795900
-10.58817000 1.57017700 -1.60795900
-10.56769000 2.46742200 -1.60795900
-10.54721000 1.57017700 -1.60795900
-10.52673000 2.91604400 -1.59025800
-10.50625000 2.91604400 -1.57261900
-10.48577000 2.91604400 -1.59025800
-10.46529000 3.36466600 -1.59025800
-10.44481000 2.91604400 -1.59025800
-10.42433000 2.46742200 -1.60795900
-10.40385000 2.01879900 -1.60795900
-10.38337000 2.46742200 -1.60795900
-10.36289000 2.91604400 -1.57261900
-10.34241000 2.91604400 -1.59025800
-10.32193000 3.36466600 -1.57261900
-10.30145000 2.91604400 -1.59025800
-10.28097000 2.91604400 -1.59025800
-10.26049000 2.46742200 -1.59025800
-10.24001000 2.46742200 -1.60795900
-10.21953000 1.57017700 -1.60795900
-10.19905000 2.91604400 -1.59025800
-10.17857000 2.91604400 -1.55497900
-10.15809000 2.91604400 -1.59025800
-10.13761000 3.36466600 -1.57261900
-10.11713000 2.46742200 -1.59025800
-10.09665000 2.46742200 -1.60795900
-10.07617000 1.57017700 -1.62559900
-10.05569000 2.91604400 -1.59025800
-10.03521000 2.01879900 -1.60795900
-10.01473000 2.91604400 -1.59025800
-9.99424800 3.36466600 -1.55497900
-9.97376800 2.91604400 -1.57261900
-9.95328700 3.36466600 -1.57261900
-9.93280800 2.46742200 -1.59025800
-9.91232800 2.91604400 -1.59025800
-9.89184800 1.57017700 -1.59025800
-9.87136700 2.46742200 -1.59025800
-9.85088700 3.36466600 -1.55497900
-9.83040800 2.91604400 1.58720700
-9.80992800 3.36466600 1.62254700
-9.78944800 2.91604400 1.58720700
-9.76896800 2.91604400 1.58720700
-9.74848700 10.09552000 1.58720700
-9.72800800 10.09552000 1.58720700
-9.70752800 8.74965700 1.58720700
-9.68704700 8.74965700 1.60484600
-9.66656800 8.74965700 1.62254700
-9.64608800 8.30103400 1.60484600
-9.62560800 8.30103400 1.62254700
-9.60512700 6.95364200 1.60484600
-9.58464700 6.95364200 1.58720700
-9.56416800 5.15915400 1.56956700
-9.54368800 6.05639800 1.58720700
-9.52320900 5.15915400 1.58720700
-9.50272800 5.60777600 1.60484600
-9.48224700 6.05639800 1.62254700
-9.46176800 5.15915400 1.60484600
-9.44128800 5.60777600 1.62254700
-9.42080800 4.71053200 1.62254700
-9.40032800 4.71053200 1.58720700
-9.37984800 3.36466600 1.58720700
-9.35936800 4.26191000 1.58720700
-9.33888700 4.26191000 1.64018700
-9.31840800 3.81328800 1.62254700
-9.29792800 4.71053200 1.62254700
-9.27744800 3.36466600 1.60484600
-9.25696800 3.81328800 1.58720700
-9.23648700 4.26191000 1.58720700
-9.21600800 3.36466600 1.58720700
-9.19552800 2.91604400 1.58720700
-9.17504800 3.36466600 1.60484600
-9.15456800 3.81328800 1.62254700
-9.13408800 3.36466600 1.60484600
-9.11360800 3.81328800 1.62254700
-9.09312800 3.36466600 1.60484600
-9.07264700 3.36466600 1.58720700
-9.05216800 2.46742200 1.58720700
-9.03168800 2.91604400 1.58720700
-9.01120900 2.91604400 1.62254700
-8.99072700 2.91604400 1.58720700
-8.97024700 3.81328800 1.62254700
-8.94976800 2.91604400 1.58720700
-8.92928800 3.36466600 1.58720700
-8.90880800 2.91604400 1.58720700
-8.88832800 2.91604400 1.58720700
-8.86784700 2.46742200 1.58720700
-8.84736800 2.91604400 1.58720700
-8.82688800 3.36466600 1.62254700
-8.80640800 2.91604400 1.58720700
-8.78592800 3.36466600 1.62254700
-8.76544800 2.91604400 1.58720700
-8.74496800 2.91604400 1.58720700
-8.72448700 1.57017700 1.56956700
-8.70400700 2.91604400 1.58720700
-8.68352800 2.01879900 1.58720700
-8.66304800 2.91604400 1.58720700
-8.64256900 3.36466600 1.62254700
-8.62208700 2.91604400 1.58720700
-8.60160700 3.36466600 -1.59025800
-8.58112800 2.91604400 -1.60795900
-8.56064800 2.91604400 -1.60795900
-8.54016800 1.57017700 -1.60795900
-8.51968800 2.91604400 -1.60795900
-8.49920700 2.91604400 -1.57261900
-8.47872800 2.91604400 -1.60795900
-8.45824700 3.36466600 -1.59025800
-8.43776800 2.46742200 -1.60795900
-8.41728800 2.91604400 -1.60795900
-8.39680800 2.91604400 -1.60795900
-8.37632800 2.91604400 -1.60795900
-8.35584700 2.01879900 -1.60795900
-8.33536800 2.91604400 -1.60795900
-8.31488800 3.36466600 -1.57261900
-8.29440800 2.46742200 -1.60795900
-8.27392800 3.36466600 -1.59025800
-8.25344800 2.91604400 -1.60795900
-8.23296800 2.91604400 -1.60795900
-8.21248800 1.57017700 -1.64323900
-8.19200700 2.46742200 -1.60795900
-8.17152800 2.46742200 -1.60795900
-8.15104800 2.46742200 -1.59025800
-8.13056900 3.36466600 -1.57261900
-8.11008700 2.91604400 -1.59025800
-8.08960700 2.91604400 -1.59025800
-8.06912800 2.91604400 -1.59025800
-8.04864800 2.46742200 -1.60795900
-8.02816900 1.57017700 -1.62559900
-8.00768800 2.91604400 -1.59025800
-7.98720800 3.36466600 -1.55497900
-7.96672800 2.91604400 -1.59025800
-7.94624800 3.36466600 -1.57261900
-7.92576700 2.91604400 -1.59025800
-7.90528800 2.91604400 -1.60795900
-7.88480800 2.46742200 -1.59025800
-7.86432800 2.46742200 -1.60795900
-7.84384700 2.01879900 -1.60795900
-7.82336800 2.91604400 -1.59025800
-7.80288800 2.91604400 -1.57261900
-7.78240800 2.91604400 -1.59025800
-7.76192800 3.36466600 -1.59025800
-7.74144800 2.91604400 -1.59025800
-7.72096800 2.46742200 -1.60795900
-7.70048800 2.01879900 -1.60795900
-7.68000800 2.91604400 -1.59025800
-7.65952800 2.46742200 -1.57261900
-7.63904800 2.91604400 -1.59025800
-7.61856800 3.36466600 -1.57261900
-7.59808800 2.91604400 -1.59025800
-7.57760800 3.36466600 -1.59025800
-7.55712700 2.91604400 -1.59025800
-7.53664800 2.46742200 -1.60795900
-7.51616800 2.01879900 -1.60795900
-7.49568800 2.91604400 -1.59025800
-7.47520800 3.36466600 -1.55497900
-7.45472800 2.91604400 -1.59025800
-7.43424800 3.36466600 -1.57261900
-7.41376800 2.91604400 -1.59025800
-7.39328800 2.91604400 -1.60795900
-7.37280800 2.01879900 1.53422700
-7.35232800 2.91604400 1.58720700
-7.33184800 2.01879900 1.56956700
-7.31136800 2.91604400 1.58720700
-7.29088800 3.36466600 1.62254700
-7.27040800 17.72363000 1.58720700
-7.24992800 17.27500000 1.62254700
-7.22944800 15.92914000 1.58720700
-7.20896800 14.58327000 1.58720700
-7.18848800 13.23588000 1.58720700
-7.16800800 12.33863000 1.58720700
-7.14752800 11.89001000 1.62254700
-7.12704800 11.44139000 1.60484600
-7.10656800 11.44139000 1.62254700
-7.08608800 10.09552000 1.60484600
-7.06560800 9.64690000 1.60484600
-7.04512800 8.74965700 1.58720700
-7.02464800 8.30103400 1.58720700
-7.00416800 6.95364200 1.58720700
-6.98368700 7.85088700 1.60484600
-6.96320800 7.40226500 1.62254700
-6.94272800 6.50502000 1.62254700
-6.92224800 6.95364200 1.62254700
-6.90176800 6.05639800 1.62254700
-6.88128800 6.05639800 1.58720700
-6.86080800 4.71053200 1.56956700
-6.84032800 5.15915400 1.58720700
-6.81984800 4.71053200 1.58720700
-6.79936800 4.71053200 1.60484600
-6.77888800 5.15915400 1.62254700
-6.75840800 4.71053200 1.60484600
-6.73792800 5.15915400 1.60484600
-6.71744800 4.26191000 1.58720700
-6.69696800 4.26191000 1.58720700
-6.67648700 3.36466600 1.56956700
-6.65600800 3.81328800 1.60484600
-6.63552800 4.26191000 1.64018700
-6.61504800 3.36466600 1.60484600
-6.59456800 4.26191000 1.62254700
-6.57408800 3.36466600 1.60484600
-6.55360800 3.36466600 1.58720700
-6.53312800 3.36466600 1.58720700
-6.51264800 3.36466600 1.58720700
-6.49216700 2.91604400 1.58720700
-6.47168800 3.36466600 1.58720700
-6.45120800 3.36466600 1.62254700
-6.43072800 3.36466600 1.60484600
-6.41024800 3.81328800 1.62254700
-6.38976800 3.36466600 1.58720700
-6.36928700 2.91604400 1.58720700
-6.34880800 2.46742200 1.56956700
-6.32832800 2.91604400 1.58720700
-6.30784800 2.46742200 1.60484600
-6.28736800 2.91604400 1.58720700
-6.26688800 3.36466600 1.62254700
-6.24640800 2.91604400 1.58720700
-6.22592800 3.36466600 1.58720700
-6.20544800 2.91604400 1.58720700
-6.18496800 2.91604400 1.58720700
-6.16448800 2.01879900 1.58720700
-6.14400800 2.91604400 -1.51963900
